group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
8,9,1.6351,True,39,2293,15298,22.4756,2.40227e-05,11.1176,1.18829e-05,0.630144,6.73519e-07,0,0
