group,exam,time,finished,makespan,expand number,generated number,depth
2,1,11.1357,True,38,16399,83340,33
2,2,26.4097,True,51,44031,249568,33
2,3,4.6164,True,45,7292,38699,33
2,4,4.59007,True,43,6450,36955,33
2,5,8.31762,True,51,13505,68749,33
2,6,0.11837,True,47,177,872,33
2,7,25.5586,True,47,39357,214952,33
2,8,109.208,True,55,145725,883562,33
2,9,43.6165,True,54,65727,342253,33
2,10,5.32184,True,45,6526,40135,33
3,1,0.0394286,True,72,56,208,33
3,2,0.0642236,True,40,76,396,33
3,3,0.0261053,True,57,33,170,33
3,4,0.131372,True,98,209,959,33
3,5,18.9889,True,53,31779,156971,33
3,6,0.300793,True,54,517,2442,33
3,7,0.0560932,True,48,62,403,33
3,8,0.874321,True,54,953,6459,33
3,9,26.2156,True,65,46297,236499,33
3,10,14.9732,True,59,29312,142731,33
4,1,0.0625775,True,49,109,475,33
4,2,0.236947,True,60,316,1797,33
4,3,0.261385,True,47,312,1972,33
4,4,0.0637235,True,57,137,533,33
4,5,67.2557,True,59,84979,479495,33
4,6,0.128033,True,45,214,940,33
4,7,0.052017,True,56,76,344,33
4,8,0.0561809,True,55,65,322,33
4,9,5.08571,True,38,6415,36975,33
4,10,0.693206,True,48,1049,5838,33
5,1,81.0987,True,53,104215,550769,33
5,2,600.001,False,0,503083,2580503,0
5,3,600.001,False,0,487963,2676038,0
5,4,600.008,False,0,370951,2431092,0
5,5,600.013,False,0,462500,2284277,0
5,6,368.722,True,64,225343,1333971,33
5,7,600.002,False,0,362481,2452525,0
5,8,600.003,False,0,347234,2020512,0
5,9,600.001,False,0,426116,2128440,0
5,10,812.524,False,0,255552,1189869,0
6,1,64.626,True,59,58046,290603,33
6,2,951.542,False,0,257006,1464407,0
6,3,1.37467,True,49,1750,10051,33
6,4,3.41433,True,42,4026,22787,33
6,5,234.343,True,67,313312,1354483,33
6,6,0.636394,True,37,563,3672,33
6,7,39.9546,True,47,44755,255732,33
6,8,600.017,False,0,323680,1939742,0
6,9,16.5692,True,51,20987,115784,33
6,10,17.728,True,63,24162,126476,33
7,1,0.194875,True,55,242,1286,33
7,2,4.56419,True,42,5131,32094,33
7,3,7.99059,True,42,9962,56193,33
7,4,0.509871,True,45,510,3342,33
7,5,5.23078,True,45,7383,39832,33
7,6,0.104328,True,35,160,704,33
7,7,1.11883,True,52,1784,8396,33
7,8,11.1959,True,44,16413,86895,33
7,9,600.009,False,0,603926,2069566,0
7,10,677.117,False,0,406818,1848703,0
8,1,0.0305191,True,44,34,161,33
8,2,0.315215,True,51,362,2021,33
8,3,0.499073,True,53,422,3111,33
8,4,0.0316454,True,48,33,170,33
8,5,0.0346067,True,58,58,206,33
8,6,0.068639,True,47,73,376,33
8,7,0.135594,True,41,169,906,33
8,8,632.455,False,0,346441,1626769,0
8,9,2.90251,True,39,3027,23121,33
8,10,0.10792,True,67,130,706,33
9,1,600.005,False,0,310123,2030820,0
9,2,600.004,False,0,409871,2214276,0
9,3,600.004,False,0,342245,1946794,0
9,4,600.006,False,0,344419,2140750,0
9,5,600.004,False,0,402486,2138905,0
9,6,600.006,False,0,361595,2082796,0
9,7,600.006,False,0,341354,2082741,0
9,8,600.003,False,0,393114,2195900,0
9,9,600.001,False,0,384579,2138502,0
9,10,600.012,False,0,323896,2109345,0
10,1,22.1456,True,42,27482,150481,33
10,2,236.628,True,58,287887,1129512,33
10,3,600.002,False,0,371162,1795992,0
10,4,15.137,True,59,20174,96610,33
10,5,82.9367,True,42,68679,398520,33
10,6,600.005,False,0,441195,2097995,0
10,7,0.340798,True,51,444,2348,33
10,8,1090.72,False,0,216919,1176333,0
10,9,0.133816,True,49,79,451,33
10,10,394.727,True,42,132491,820582,33
11,1,0.713596,True,56,837,3503,33
11,2,0.613406,True,58,527,2421,33
11,3,13.8219,True,81,9206,44275,33
11,4,195.475,True,63,193809,889205,33
11,5,3.94951,True,50,4284,25908,33
11,6,0.467706,True,44,521,2889,33
11,7,16.2879,True,38,17008,97065,33
11,8,0.028301,True,62,38,164,33
11,9,0.038837,True,67,58,258,33
11,10,32.3329,True,41,41217,178317,33
12,1,3.88626,True,49,3936,24964,33
12,2,0.129003,True,46,195,892,33
12,3,0.217841,True,37,258,1480,33
12,4,0.141582,True,63,170,922,33
12,5,1.14383,True,47,1082,7446,33
12,6,0.0541425,True,53,72,333,33
12,7,0.0282726,True,55,34,165,33
12,8,0.0335914,True,35,34,192,33
12,9,0.0324862,True,52,45,187,33
12,10,3.96335,True,57,4863,25943,33
13,1,600.005,False,0,283785,2054479,0
13,2,600.001,False,0,327395,2159744,0
13,3,600.001,False,0,335418,2004786,0
13,4,600.001,False,0,458812,2187843,0
13,5,600.002,False,0,311158,2046897,0
13,6,600.002,False,0,269417,1856323,0
13,7,600.001,False,0,332357,2156746,0
13,8,600.001,False,0,318397,2025311,0
13,9,600.003,False,0,311613,1908834,0
13,10,600.009,False,0,250822,1903428,0
14,1,462.511,True,51,366467,1432731,33
14,2,600.001,False,0,365301,1921474,0
14,3,70.1557,True,59,58009,296330,33
14,4,600.002,False,0,358977,1870841,0
