group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
16,9,0.10858,True,0,0,,0.372719,0.0004047,0.0675997,7.34e-05,0.000184195,2e-07
