group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
16,9,0.314756,True,44,1142,2371,28.0935,3.72948e-05,8.51456,1.13033e-05,0.99979,1.32725e-06
