group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
41,1,600.021,False,0,935034,1713347,4.64686,1.62735e-05,2.4696,8.64865e-06,0.401332,1.40548e-06,4.94162,1.73058e-05
41,2,748.631,False,0,619367,1186755,3.90824,2.4654e-05,2.15629,1.36024e-05,0.298775,1.88474e-06,9.11382,5.7492e-05
41,3,1054.02,False,0,630912,1190884,2.63614,2.33318e-05,1.49483,1.32304e-05,0.249102,2.20474e-06,9.19125,8.13495e-05
41,4,4431.48,False,0,475148,985051,0.456758,2.05483e-05,0.263663,1.18615e-05,0.035565,1.59998e-06,2.75754,0.000124054
41,5,1222.58,False,0,1204701,2567202,2.38122,1.13401e-05,1.34392,6.40013e-06,0.195495,9.31003e-07,12.6369,6.01807e-05
41,6,1408.04,False,0,1232852,2342831,1.83405,1.10227e-05,1.27114,7.63957e-06,0.13942,8.37912e-07,13.608,8.17843e-05
41,7,600.001,False,0,958759,1885917,3.68506,1.1724e-05,2.28413,7.26692e-06,0.304555,9.68935e-07,36.4855,0.000116078
41,8,600.008,False,0,998592,2094057,4.07093,1.16644e-05,2.40023,6.87735e-06,0.328811,9.42138e-07,41.3948,0.000118608
41,9,600.007,False,0,1130765,2229598,4.35979,1.17326e-05,2.60803,7.01847e-06,0.381958,1.02789e-06,46.3741,0.000124797
41,10,600.013,False,0,1050773,2129239,4.04518,1.13992e-05,2.59206,7.30436e-06,0.312326,8.80126e-07,51.6121,0.000145441
42,1,0.999063,True,58,4294,8414,9.27114,1.10084e-05,6.07484,7.21316e-06,0.685152,8.13537e-07,31009.1,0.0368197
42,2,600,False,0,963648,2504322,5.04205,1.208e-05,2.84945,6.82688e-06,0.457248,1.0955e-06,55.0305,0.000131845
42,3,600.001,False,0,953717,2069145,4.069,1.17991e-05,2.49471,7.23404e-06,0.320783,9.30192e-07,59.8685,0.000173604
42,4,600.001,False,0,1057483,2424278,5.0214,1.24278e-05,2.85514,7.06639e-06,0.465755,1.15273e-06,63.5156,0.000157199
42,5,36.9847,True,52,105233,225588,7.70688,1.26353e-05,4.26213,6.98767e-06,0.827228,1.35622e-06,1034.53,0.00169609
42,6,600.001,False,0,1035521,2293640,4.33685,1.13449e-05,2.68291,7.01832e-06,0.325143,8.50551e-07,69.0448,0.000180617
