group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
11,4,60.043,False,4656,219830,551706,32.3627,3.52208e-05,19.3118,2.10173e-05,1.23216,1.34098e-06
