group,exam,time,finished,makespan,expand number,generated number,depth
1,1,793.937,False,0,1174433,2780901,0
1,2,826.346,False,0,1203760,2859296,0
1,3,905.334,False,0,1237651,2603760,0
1,4,1033.86,False,0,1122464,3109781,0
1,5,1005.73,False,0,1166788,2864745,0
1,6,942.861,False,0,1257207,2694727,0
1,7,500.147,True,60,1130401,2350769,58
1,8,1112.2,False,0,1184046,2857066,0
1,9,1060.68,False,0,1214694,2593703,0
1,10,1185.95,False,0,1154338,2885489,0
2,1,968.615,False,0,1241243,2484294,0
2,2,600.002,False,0,1249927,2485356,0
2,3,7.07868,True,43,27478,67990,57
2,4,600.002,False,0,1178162,1999714,0
2,5,3.06677,True,51,12456,29494,53
2,6,600.006,False,0,1189796,2329414,0
2,7,0.084214,True,47,313,710,53
2,8,600.001,False,0,1053913,3054529,0
2,9,1010.18,False,0,1167004,2710609,0
2,10,600,False,0,972914,2554958,0
3,1,0.0220276,True,72,58,191,56
3,2,600.001,False,0,1031063,2301789,0
3,3,0.195558,True,57,707,1859,56
3,4,0.089729,True,98,294,955,58
3,5,1014.5,False,0,1126924,2892780,0
3,6,0.0270636,True,54,56,201,53
3,7,0.025999,True,48,53,218,53
3,8,0.0212396,True,54,69,207,55
3,9,600,False,0,1001977,2490505,0
3,10,600.001,False,0,955850,1587904,0
4,1,0.0182491,True,49,54,163,54
4,2,0.19083,True,60,615,1260,55
4,3,600,False,0,995114,2273821,0
4,4,0.0166049,True,57,60,137,60
4,5,0.275706,True,59,1058,2295,57
4,6,0.0184649,True,45,70,165,55
4,7,209.087,True,56,418778,892108,56
4,8,0.0193597,True,55,56,188,56
4,9,600.001,False,0,1029671,2010089,0
4,10,5.75011,True,48,21063,44094,59
5,1,600,False,0,1176115,2428418,0
5,2,600.001,False,0,1141274,2350761,0
5,3,600.004,False,0,1091871,2472431,0
5,4,600.003,False,0,1057130,2371081,0
5,5,600.002,False,0,1005615,2113639,0
5,6,1128.96,False,0,1161252,2747005,0
5,7,600,False,0,1004973,2507444,0
5,8,600.001,False,0,986853,2040208,0
5,9,600.017,False,0,1027466,2279626,0
5,10,600.02,False,0,992682,2247165,0
6,1,600.016,False,0,917937,2070446,0
6,2,600.011,False,0,935169,2284193,0
6,3,600.006,False,0,944827,2263797,0
6,4,600.005,False,0,893303,2195258,0
6,5,600.004,False,0,623124,1246539,0
6,6,3.11801,True,37,10091,29592,53
6,7,600.003,False,0,634848,1492757,0
6,8,600.004,False,0,835755,2500722,0
6,9,600.006,False,0,965313,2482016,0
6,10,600.004,False,0,898792,2256149,0
7,1,4.28239,True,55,17780,37866,58
7,2,0.426253,True,42,1604,3733,54
7,3,6.33591,True,42,21885,45263,54
7,4,38.4804,True,44,112278,268532,55
7,5,600.002,False,0,917564,1943755,0
7,6,600.002,False,0,631730,1393325,0
7,7,600.001,False,0,891884,1953330,0
7,8,600.001,False,0,844670,2173510,0
7,9,795.723,False,0,597461,1359196,0
7,10,692.909,False,0,297069,663558,0
8,1,0.0341207,True,44,52,152,52
8,2,0.0298955,True,51,57,192,55
8,3,0.0349612,True,53,55,218,55
8,4,0.0512998,True,48,55,232,55
8,5,0.0407407,True,58,61,197,55
8,6,0.0424487,True,47,70,216,51
8,7,0.0324235,True,41,56,157,54
8,8,4.81458,True,51,8599,21169,55
8,9,0.747064,True,39,1178,3525,52
8,10,0.0374161,True,67,57,192,56
9,1,600.001,False,0,536001,1243331,0
9,2,600.001,False,0,585009,1273763,0
9,3,600.001,False,0,566610,1163595,0
9,4,600.001,False,0,904115,2030355,0
9,5,600.002,False,0,928516,2097048,0
9,6,600.001,False,0,947785,2227202,0
9,7,600.005,False,0,960070,2151498,0
9,8,600.002,False,0,966418,2231316,0
9,9,600.002,False,0,994322,2208091,0
9,10,600.002,False,0,892035,1997910,0
10,1,600.001,False,0,611945,1906439,0
10,2,600.001,False,0,958085,2015360,0
10,3,600.001,False,0,623122,1469428,0
10,4,658.084,False,0,568881,1301009,0
10,5,600.001,False,0,719718,1686698,0
