group,exam,time,finished,makespan,expand number,generated number,depth
1,1,600.001,False,0,801208,2095565,0
1,2,600.002,False,0,595346,1944158,0
1,3,600.001,False,0,698322,1617577,0
1,4,600.006,False,0,586286,1829702,0
1,5,600.002,False,0,629598,1650629,0
1,6,600.002,False,0,1357739,2262961,0
1,7,295.765,True,60,659388,1371738,60
1,8,17.9149,True,53,51941,163335,52
1,9,951.467,False,0,1109398,3023394,0
1,10,1154.05,False,0,1161236,2719949,0
2,1,941.731,False,0,1221265,2497305,0
2,2,600.007,False,0,1184544,2180024,0
2,3,6.49937,True,43,19155,47642,56
2,4,1238.25,False,0,1367047,2317596,0
2,5,0.504332,True,51,1322,3701,53
2,6,600.006,False,0,1058789,2652891,0
2,7,0.107828,True,47,313,710,53
2,8,600.003,False,0,1049038,2918487,0
2,9,600.003,False,0,1149348,2745996,0
2,10,600.004,False,0,1004597,2862776,0
3,1,0.0277415,True,72,58,191,56
3,2,0.0234688,True,40,54,179,54
3,3,0.26959,True,57,707,1859,56
3,4,0.124083,True,98,294,955,58
3,5,1019.34,False,0,1173989,2710297,0
3,6,0.034591,True,54,56,201,53
3,7,0.0317572,True,48,53,218,53
3,8,0.0340113,True,54,69,207,55
3,9,600.005,False,0,894619,2409370,0
3,10,600.003,False,0,984090,2281830,0
4,1,0.0298241,True,49,54,163,54
4,2,0.147902,True,60,445,1024,55
4,3,0.34339,True,47,892,2854,54
4,4,0.021552,True,57,60,137,60
4,5,0.505639,True,59,1378,3201,57
4,6,0.0237602,True,45,70,165,55
4,7,89.728,True,56,178951,424397,58
4,8,0.0239838,True,55,56,188,56
4,9,600.002,False,0,983796,2286764,0
4,10,0.680288,True,48,2053,4999,59
5,1,600.007,False,0,989530,2340803,0
5,2,600.004,False,0,929000,2197081,0
5,3,600.004,False,0,950376,2385433,0
5,4,600.004,False,0,865538,2467648,0
5,5,600.002,False,0,937792,2009632,0
5,6,600.005,False,0,916417,2446448,0
5,7,600.004,False,0,927314,2331933,0
5,8,600.01,False,0,849730,2133414,0
5,9,600.002,False,0,877118,2332360,0
5,10,600.004,False,0,854032,2116658,0
6,1,600.003,False,0,851824,2146892,0
6,2,600.002,False,0,833292,2292118,0
6,3,600.003,False,0,877091,2047001,0
6,4,600.002,False,0,782908,2129213,0
6,5,600.003,False,0,645961,1385834,0
6,6,3.18771,True,37,7423,23050,54
6,7,600.002,False,0,718576,1830726,0
6,8,600.003,False,0,682111,2321593,0
6,9,600.002,False,0,801909,2344206,0
6,10,600.002,False,0,675011,1776153,0
7,1,4.8303,True,55,13059,28959,58
7,2,0.320253,True,42,925,1946,54
7,3,0.67211,True,42,1746,4229,53
7,4,255.448,True,44,324160,866786,58
7,5,600.002,False,0,665366,1520064,0
7,6,614.974,False,0,584429,1404541,0
7,7,600.002,False,0,648856,1488229,0
7,8,600.002,False,0,606013,1868308,0
7,9,658.84,False,0,652993,1176508,0
7,10,630.735,False,0,558893,1416967,0
8,1,0.0255732,True,44,52,152,52
8,2,0.0294594,True,51,57,192,55
8,3,0.0324861,True,53,55,218,55
8,4,0.0333386,True,48,55,232,55
8,5,0.0276152,True,58,60,196,55
8,6,0.0312471,True,47,63,204,51
8,7,0.0247195,True,41,56,157,54
8,8,2.41191,True,51,6159,16170,55
8,9,0.400905,True,39,910,2947,52
8,10,0.0253606,True,67,57,192,56
9,1,599.997,False,0,659365,1597358,0
9,2,599.998,False,0,611599,1417875,0
9,3,599.998,False,0,625681,1364543,0
9,4,621.026,False,0,551051,1466151,0
9,5,604.73,False,0,584907,1297498,0
9,6,603.866,False,0,562755,1260508,0
9,7,603.886,False,0,556988,1342091,0
9,8,607.175,False,0,572042,1352034,0
9,9,600.002,False,0,588261,1407705,0
9,10,640.396,False,0,554909,1386142,0
10,1,659.549,False,0,539627,1722009,0
10,2,617.688,False,0,583235,1301491,0
10,3,682.809,False,0,568432,1325398,0
10,4,630.814,False,0,564932,1327408,0
10,5,646.539,False,0,548848,1420678,0
10,6,626.337,False,0,564608,1403247,0
10,7,649.867,False,0,553776,1433781,0
10,8,670.084,False,0,544543,1545504,0
10,9,678.112,False,0,556476,1405700,0
10,10,643.041,False,0,536564,1652792,0
11,1,138.482,True,54,240499,533997,54
11,2,697.013,False,0,586343,1262300,0
11,3,0.036857,True,81,72,244,57
11,4,709.156,False,0,552109,1484600,0
11,5,669.278,False,0,550968,1528001,0
11,6,124.761,True,44,206152,515417,52
11,7,697.085,False,0,559643,1408367,0
11,8,728.683,False,0,544683,1585983,0
11,9,9.4156,True,67,20641,51386,58
11,10,45.4834,True,38,82043,165277,54
12,1,0.0312161,True,47,74,183,55
12,2,0.03984,True,46,91,234,52
12,3,0.647606,True,37,1495,3602,52
12,4,0.0311753,True,63,62,183,57
12,5,0.0308975,True,47,54,189,54
12,6,5.03727,True,53,14040,30574,55
12,7,0.0484959,True,55,84,291,55
12,8,0.0247953,True,35,49,164,49
12,9,0.0407808,True,52,79,193,56
12,10,0.0531404,True,57,84,291,58
13,1,678.515,False,0,539375,1543964,0
