group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
14,8,87.5409,True,54,223758,502582,5.80494,1.01112e-05,4.40669,7.67568e-06,0.681162,1.18646e-06,648.662,0.00112985
14,9,600.002,False,0,1113658,2612168,4.00396,9.19691e-06,3.69507,8.48739e-06,0.350333,8.04698e-07,99.5436,0.000228647
14,10,600.005,False,0,976089,2061284,3.53304,1.02841e-05,2.44766,7.12473e-06,0.413593,1.2039e-06,102.335,0.00029788
15,1,600.002,False,0,981625,2366337,3.81871,9.6826e-06,3.08792,7.82964e-06,0.390835,9.90989e-07,105.822,0.00026832
15,2,0.0224128,True,47,64,213,9.09837,9.57371e-06,7.45735,7.84695e-06,0.839699,8.83568e-07,2.83292e+06,2.98093
15,3,0.0355795,True,48,110,323,8.17915,9.0096e-06,6.67154,7.34892e-06,0.812265,8.94737e-07,1.78457e+06,1.96576
15,4,0.0241586,True,48,67,229,9.39583,9.91223e-06,7.67097,8.09258e-06,0.911063,9.61135e-07,2.62822e+06,2.77267
15,5,600.005,False,0,1003180,2134048,3.57972,1.00647e-05,2.55945,7.19611e-06,0.401548,1.12899e-06,109.135,0.000306841
15,6,8.84581,True,67,36030,78960,9.38656,1.05157e-05,7.32592,8.20715e-06,1.18491,1.32745e-06,7407.65,0.00829872
15,7,13.9568,True,47,57688,116907,8.24553,9.8438e-06,5.6353,6.72762e-06,0.920384,1.09879e-06,4701.94,0.00561334
15,8,600.002,False,0,942100,1865223,3.35318,1.07864e-05,2.32353,7.4743e-06,0.405842,1.30551e-06,112.086,0.000360557
15,9,0.0282992,True,54,93,253,9.619,1.07593e-05,7.0638,7.90119e-06,1.00038,1.11897e-06,2.37646e+06,2.65818
15,10,647.602,False,0,617089,1342254,2.26264,1.09166e-05,1.61748,7.80389e-06,0.283012,1.36546e-06,105.198,0.000507551
