group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
11,1,54.4456,True,54,282129,601459,10.2411,9.27054e-06,7.421,6.71767e-06,1.05087,9.51273e-07,9.40466,8.51333e-06
11,2,921.559,False,0,1260613,2577025,2.88106,1.03028e-05,1.8479,6.60821e-06,0.347244,1.24176e-06,2.70795,9.68377e-06
11,3,0.0303281,True,81,78,265,8.98243,1.028e-05,7.01363,8.02679e-06,0.901144,1.03132e-06,82288.3,0.0941754
11,4,902.399,False,0,1196660,3020763,3.30725,9.87982e-06,2.23466,6.67565e-06,0.355395,1.06168e-06,5.02296,1.50052e-05
11,5,969.462,False,0,1146294,3126232,3.01954,9.36378e-06,2.19192,6.79726e-06,0.276281,8.56764e-07,7.24831,2.24774e-05
11,6,130.013,True,44,403615,962964,6.80247,9.18422e-06,4.93705,6.66566e-06,0.629337,8.49688e-07,60.4376,8.15987e-05
11,7,1125.63,False,0,1262979,2938624,2.58928,9.91811e-06,1.89643,7.26418e-06,0.268843,1.02979e-06,9.37973,3.59286e-05
11,8,1136.71,False,0,1207356,3470304,3.08047,1.00902e-05,2.16859,7.10328e-06,0.326688,1.07007e-06,11.114,3.64043e-05
11,9,290.706,True,67,631618,1345416,4.47772,9.67506e-06,3.01671,6.51825e-06,0.472922,1.02185e-06,47.7357,0.000103143
11,10,29.6349,True,38,132168,244419,8.76388,1.06259e-05,5.52851,6.70312e-06,1.13229,1.37286e-06,473.797,0.000574461
12,1,0.0233073,True,47,85,215,9.64076,1.04512e-05,7.22735,7.83488e-06,0.925032,1.00279e-06,602432,0.653073
12,2,0.0219833,True,46,87,214,9.45763,9.71542e-06,7.0317,7.22336e-06,0.990297,1.01729e-06,638722,0.656132
12,3,0.482979,True,37,2240,5137,10.3265,9.70892e-06,7.06743,6.64477e-06,1.09013,1.02494e-06,29081.2,0.0273421
12,4,0.0219474,True,63,72,206,9.36056,9.97282e-06,6.76299,7.20534e-06,0.982804,1.04709e-06,639973,0.681832
12,5,0.0249915,True,47,63,222,9.27475,1.0441e-05,7.85547,8.84324e-06,0.85309,9.6036e-07,562026,0.632696
12,6,7.95408,True,53,40702,81486,10.5512,1.02993e-05,7.00766,6.84038e-06,1.28217,1.25157e-06,1772.77,0.00173045
12,7,0.0314937,True,55,92,317,8.96052,8.90221e-06,7.18937,7.14259e-06,0.837945,8.32492e-07,447738,0.444824
12,8,0.0216964,True,35,63,213,9.77121,9.95305e-06,7.3957,7.53333e-06,1.01123,1.03005e-06,649925,0.66202
12,9,0.0224869,True,52,86,205,9.88665,1.08449e-05,7.20331,7.90146e-06,0.891186,9.77561e-07,627084,0.687862
12,10,0.0377107,True,57,88,307,8.30136,1.01971e-05,6.37273,7.82801e-06,0.913269,1.12182e-06,373935,0.459327
13,1,894.568,False,0,1126736,2752245,2.72791,8.8666e-06,2.62409,8.52914e-06,0.220057,7.15257e-07,19.0407,6.18885e-05
13,2,922.756,False,0,1144899,2630875,2.53241,8.88222e-06,2.3021,8.07443e-06,0.204307,7.16588e-07,21.7303,7.62172e-05
13,3,943.451,False,0,1151798,2535289,2.38936,8.89147e-06,2.05475,7.64629e-06,0.196818,7.32414e-07,24.3913,9.07666e-05
13,4,946.649,False,0,1199633,2400016,2.25862,8.90875e-06,2.01335,7.94136e-06,0.195641,7.71676e-07,27.5469,0.000108654
13,5,1031.41,False,0,1143415,2575911,2.29758,9.19969e-06,2.16999,8.68881e-06,0.203348,8.1422e-07,28.1094,0.000112552
13,6,1164.96,False,0,1119691,2615721,2.07366,9.2354e-06,2.04284,9.09817e-06,0.181955,8.10368e-07,27.2835,0.000121512
13,7,968.425,False,0,1129208,2550934,2.35925,8.95655e-06,2.08307,7.90805e-06,0.198088,7.52013e-07,35.7361,0.000135667
13,8,1122.48,False,0,1198562,2447378,2.027,9.29676e-06,1.61946,7.4276e-06,0.194921,8.94e-07,33.5275,0.000153773
13,9,1082.17,False,0,1150621,2480083,2.07745,9.06481e-06,1.89836,8.28337e-06,0.179832,7.84687e-07,37.6043,0.000164084
13,10,1159.55,False,0,1142714,2437351,1.96973,9.37081e-06,1.75234,8.33659e-06,0.189664,9.02306e-07,37.6347,0.000179043
14,1,600.002,False,0,1043301,2709142,4.16684,9.22844e-06,4.01445,8.89094e-06,0.337222,7.46856e-07,77.3075,0.000171215
14,2,600.002,False,0,994116,2171966,3.55562,9.82233e-06,2.9889,8.25678e-06,0.37356,1.03195e-06,81.1206,0.000224094
14,3,600.001,False,0,978413,2118358,3.41679,9.67767e-06,3.10084,8.78278e-06,0.353656,1.00169e-06,84.6141,0.00023966
14,4,600.002,False,0,1031729,2364223,3.75487,9.52925e-06,3.22041,8.1729e-06,0.3639,9.2352e-07,88.6635,0.000225014
14,5,5.50144,True,52,20831,46740,7.57474,8.9157e-06,6.75609,7.95213e-06,0.64031,7.53665e-07,9678.29,0.0113917
14,6,90.9581,True,35,251931,594345,6.29547,9.63453e-06,4.98499,7.62898e-06,0.63296,9.68676e-07,590.942,0.000904373
14,7,600.003,False,0,1032641,2356245,3.7382,9.51908e-06,3.21993,8.19934e-06,0.341349,8.69224e-07,94.0562,0.000239508
