group,exam,time,finished,makespan,expand number,generated number,depth
26,1,1225.62,False,0,1213559,2446028,0
26,2,0.320788,True,40,632,1726,50
26,3,66.1863,True,58,133909,294814,55
26,4,452.717,True,62,531991,1132932,57
26,5,1192.39,False,0,1165508,2718287,0
26,6,170.492,True,53,414805,882942,57
26,7,0.0891793,True,56,372,779,56
26,8,1114.39,False,0,1218876,2611770,0
26,9,408.949,True,43,720767,1787758,53
26,10,1217.09,False,0,1112890,2833409,0
27,1,0.258315,True,43,1020,2113,54
27,2,0.0276143,True,58,90,237,58
27,3,0.026578,True,60,65,193,54
27,4,0.696651,True,64,2312,5173,56
27,5,0.217813,True,49,740,1669,56
27,6,0.0530787,True,59,189,519,57
27,7,600.002,False,0,854201,2088697,0
