group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
34,6,600.001,False,0,998350,2244717,4.3212,1.15503e-05,2.25333,6.02304e-06,0.408935,1.09306e-06,54.5691,0.00014586
34,7,630.589,False,0,710756,1209619,2.42285,1.26306e-05,0.992928,5.17625e-06,0.294308,1.53426e-06,53.3503,0.000278121
34,8,600,False,0,798396,1680002,3.18581,1.13779e-05,1.57322,5.61864e-06,0.281182,1.00422e-06,59.619,0.000212925
34,9,0.110834,True,60,458,870,9.71096,1.23713e-05,4.63326,5.90253e-06,1.00962,1.28621e-06,322756,0.411174
34,10,0.242642,True,47,818,1998,9.21769,1.11942e-05,5.01731,6.09314e-06,0.969617,1.17753e-06,147437,0.179051
35,1,11.0198,True,57,39860,96969,10.4144,1.18352e-05,5.33874,6.06709e-06,0.976978,1.11027e-06,3253.83,0.00369775
35,2,0.197002,True,53,651,1265,8.3205,1.29578e-05,4.23182,6.59036e-06,0.826893,1.28775e-06,182018,0.283463
35,3,0.0938697,True,60,278,653,8.54301,1.22807e-05,4.41751,6.35023e-06,0.726219,1.04395e-06,382006,0.549139
35,4,622.476,False,0,714966,1322566,2.64589,1.24531e-05,1.1437,5.38291e-06,0.300009,1.41202e-06,59.4549,0.00027983
35,5,0.0279113,True,60,65,178,9.05404,1.41972e-05,3.70423,5.80843e-06,0.686102,1.07584e-06,1.32597e+06,2.07918
35,6,0.960277,True,58,3738,7774,8.53514,1.0543e-05,4.44081,5.48548e-06,0.565025,6.97942e-07,38552.6,0.0476217
35,7,0.0471738,True,61,176,393,8.87675,1.06552e-05,4.69032,5.63003e-06,0.613688,7.36641e-07,784792,0.942026
35,8,0.0256056,True,63,63,183,8.3884,1.17372e-05,4.74193,6.63497e-06,0.739291,1.03443e-06,1.44585e+06,2.02305
35,9,663.773,False,0,658669,1237274,2.15726,1.15733e-05,1.02236,5.48478e-06,0.207065,1.11087e-06,58.4142,0.000313381
35,10,600.001,False,0,874389,1676653,3.31566,1.18653e-05,1.59756,5.71696e-06,0.317851,1.13745e-06,68.0961,0.000243686
