group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
8,9,0.434103,True,39,1191,3577,33.0782,4.01435e-05,17.5214,2.12639e-05,0.603658,7.32597e-07
38,7,38.7094,True,65,133163,288377,36.773,4.93611e-05,15.6386,2.0992e-05,0.9127,1.22513e-06
46,1,26.4676,True,59,92266,199104,31.0705,4.13031e-05,20.6488,2.74491e-05,1.16108,1.54347e-06
43,3,33.8929,True,57,123554,280783,36.0924,4.35667e-05,18.0018,2.17298e-05,0.866345,1.04575e-06
16,9,0.430587,True,44,1142,2371,25.0883,4.55617e-05,15.7894,2.86745e-05,0.888368,1.61333e-06
44,8,27.5886,True,49,98880,213671,32.7307,4.22609e-05,19.7511,2.55021e-05,1.20785,1.55954e-06
11,4,60.0348,False,4656,225429,565092,32.6207,3.4656e-05,19.7672,2.10005e-05,1.2233,1.29962e-06
