group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
8,9,0.434823,True,39,1191,3577,34.3242,4.17248e-05,14.9516,1.81752e-05,0.631476,7.67627e-07
38,7,34.6764,True,65,133163,288377,37.233,4.47715e-05,12.4191,1.49336e-05,0.924352,1.1115e-06
46,1,28.6518,True,59,92266,199104,31.7919,4.57497e-05,16.306,2.34649e-05,1.14879,1.65315e-06
43,3,36.1899,True,57,123554,280783,36.8748,4.75276e-05,13.8289,1.78239e-05,0.857046,1.10464e-06
16,9,0.320027,True,44,1142,2371,29.807,4.02322e-05,19.2506,2.59836e-05,1.10547,1.49211e-06
44,8,26.7883,True,49,98880,213671,33.0448,4.14288e-05,16.3111,2.04495e-05,1.19668,1.50029e-06
11,4,60.0369,False,4672,220843,554322,32.8357,3.55634e-05,17.5338,1.89903e-05,1.19867,1.29825e-06
