group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
10,1,300.064,False,4672,1061581,3163188,33.623,3.18951e-05,10.9169,1.03558e-05,1.06391,1.00924e-06
