group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
16,9,0.100365,True,0,0,,2.72835,0.0027383,0.198875,0.0001996,0.00567929,5.7e-06
