group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
13,4,69.7214,False,0,298407,602287,7.97317,9.22982e-06,7.20551,8.34118e-06,0.655161,7.58421e-07,126.824,0.000146813
13,6,60.0003,False,0,258138,599697,9.45865,9.46347e-06,9.54626,9.55113e-06,0.803867,8.04277e-07,157.336,0.000157416
14,2,60.0003,False,0,259587,591936,9.7427,9.87548e-06,8.29966,8.41276e-06,0.940276,9.5309e-07,166.597,0.000168867
14,8,55.5942,False,0,223758,502582,9.81251,1.08543e-05,7.41275,8.19978e-06,1.12662,1.24624e-06,186.561,0.000206368
15,5,60.0003,False,0,262752,595788,9.77316,9.8423e-06,7.81522,7.87051e-06,0.945431,9.52119e-07,182.678,0.000183971
15,9,0.024988,False,0,93,253,10.1801,1.00545e-05,7.68849,7.59368e-06,0.997279,9.8498e-07,438647,0.433238
16,2,60.0004,False,0,277355,511286,9.94288,1.16682e-05,6.75269,7.92441e-06,1.30855,1.53561e-06,188.298,0.000220971
16,7,0.0212372,False,0,70,188,9.49984,1.07314e-05,6.52393,7.36968e-06,0.93986,1.0617e-06,531996,0.600963
17,8,60.0003,False,0,266682,570993,9.46083,9.9415e-06,5.63733,5.92374e-06,0.746054,7.83958e-07,200.49,0.000210676
17,10,33.2148,False,0,156893,316705,9.87584,1.03574e-05,5.38283,5.64531e-06,0.855935,8.97673e-07,373.989,0.000392226
18,4,60.0005,False,0,252880,539924,9.70942,1.07898e-05,5.39891,5.99968e-06,0.958158,1.06478e-06,216.359,0.000240435
18,7,60.0003,False,0,271272,502529,9.49993,1.13426e-05,4.5261,5.40401e-06,1.01294,1.20942e-06,225.007,0.000268651
19,1,60.0003,False,0,248119,499912,9.79752,1.17591e-05,4.75554,5.70767e-06,1.10814,1.33001e-06,231.494,0.000277843
19,5,60.0003,False,0,242832,547883,9.72049,1.06452e-05,5.0505,5.53096e-06,0.85629,9.37749e-07,241.844,0.000264851
20,1,0.0209938,False,0,63,191,9.44326,1.03796e-05,5.14723,5.65759e-06,0.866923,9.5288e-07,691198,0.759731
20,5,0.125637,False,0,504,1345,10.9563,1.02343e-05,6.73113,6.28758e-06,0.779785,7.28401e-07,115510,0.107899
21,1,60.0002,False,0,264035,552459,9.29672,1.00968e-05,5.90312,6.41112e-06,0.727909,7.90552e-07,252.839,0.000274598
21,9,60.0003,False,0,260116,568147,9.44907,9.97887e-06,6.07115,6.41156e-06,0.722895,7.63427e-07,264.845,0.000279695
22,4,60.0004,False,0,213892,545539,10.1239,1.11347e-05,6.07752,6.68429e-06,0.934929,1.02827e-06,272.49,0.000299695
22,6,60.0006,False,0,230682,562088,9.62306,1.02722e-05,5.83989,6.23383e-06,0.783195,8.36029e-07,282.641,0.000301707
23,2,0.124024,False,0,512,1167,10.9653,1.16535e-05,6.25959,6.65244e-06,1.17171,1.24524e-06,136745,0.145327
23,5,60.0002,False,0,265330,527971,9.10186,1.03436e-05,5.13438,5.83487e-06,0.738484,8.39236e-07,294.872,0.000335101
24,3,11.1809,False,0,45890,99500,9.26264,1.04085e-05,5.97769,6.71719e-06,0.766981,8.61864e-07,1593.11,0.0017902
24,6,0.519682,False,0,2209,4454,11.4051,1.33072e-05,5.45301,6.36244e-06,1.41587,1.652e-06,34281.2,0.0399985
25,2,60.0002,False,0,260992,542565,9.13381,1.01007e-05,6.03403,6.6728e-06,0.705126,7.79772e-07,308.225,0.000340854
25,10,60.0004,False,0,237926,518427,9.15234,1.05925e-05,6.4195,7.42964e-06,0.796848,9.22236e-07,318.082,0.000368133
26,4,60.0003,False,0,238900,502494,9.12846,1.08998e-05,6.60564,7.88747e-06,0.864624,1.0324e-06,327.538,0.000391097
26,7,0.090748,False,0,384,813,9.78269,1.09196e-05,6.3586,7.09754e-06,0.845087,9.43296e-07,216571,0.241739
27,6,0.0503737,False,0,195,537,10.7733,1.0106e-05,6.96832,6.53669e-06,0.810939,7.60708e-07,390162,0.365995
27,8,0.0351053,False,0,109,294,9.5148,1.13612e-05,5.60371,6.69116e-06,0.829789,9.90816e-07,559862,0.668508
28,3,60.0003,False,0,208844,475571,9.22857,1.16432e-05,5.86248,7.39638e-06,0.994785,1.25507e-06,334.017,0.000421411
28,9,29.6991,False,0,121813,252155,9.19532,1.08304e-05,5.88266,6.92867e-06,0.891612,1.05015e-06,684.327,0.000806009
29,1,60.0002,False,0,242332,521294,8.93443,1.02834e-05,6.78071,7.8045e-06,0.70374,8.09995e-07,349.368,0.000402118
29,6,60.0005,False,0,243466,514827,9.05571,1.0554e-05,6.3634,7.41622e-06,0.692176,8.06697e-07,360.47,0.00042011
30,2,60.0002,False,0,227026,516585,9.36544,1.08778e-05,6.50131,7.55113e-06,0.834193,9.68897e-07,369.453,0.000429111
30,4,60.0008,False,0,226048,485558,8.95916,1.10709e-05,6.07509,7.50703e-06,0.870253,1.07538e-06,378.253,0.00046741
31,2,0.0254464,False,0,70,247,11.222,1.15611e-05,7.50833,7.73522e-06,0.939622,9.68016e-07,891898,0.918849
31,9,60.0002,False,0,231166,540724,9.4001,1.04306e-05,6.76279,7.50417e-06,0.765819,8.49773e-07,388.373,0.000430949
32,6,0.0182087,False,0,64,149,9.11487,1.11389e-05,5.47211,6.68725e-06,0.80511,9.83893e-07,1.27975e+06,1.56393
32,10,0.0196859,False,0,69,181,9.43416,1.02608e-05,6.26286,6.8116e-06,0.882865,9.60221e-07,1.18373e+06,1.28744
33,1,60.0003,False,0,196367,427131,8.93865,1.25564e-05,4.16992,5.8576e-06,0.91378,1.28361e-06,394.579,0.000554276
33,7,0.170693,False,0,716,1460,9.4262,1.10205e-05,5.27443,6.16651e-06,0.756327,8.84247e-07,138710,0.162171
34,5,60.0002,False,0,225199,391762,8.36396,1.28098e-05,3.76114,5.76037e-06,0.951964,1.45798e-06,400.392,0.000613219
34,9,0.104827,False,0,458,870,10.3631,1.24866e-05,5.14323,6.19713e-06,1.12805,1.3592e-06,229181,0.276142
35,1,10.176,False,0,39860,96969,11.6024,1.21757e-05,5.95907,6.25351e-06,1.07769,1.13094e-06,2369.31,0.00248637
35,6,0.825364,False,0,3738,7774,10.1651,1.07923e-05,5.3026,5.62975e-06,0.641959,6.81567e-07,29226.1,0.0310293
36,1,0.0203349,False,0,63,163,9.7522,1.21663e-05,4.39392,5.4816e-06,0.836985,1.04417e-06,1.18625e+06,1.4799
36,5,0.0216476,False,0,63,178,9.69161,1.17865e-05,4.88507,5.94101e-06,0.829653,1.00899e-06,1.11432e+06,1.35519
37,5,60.0003,False,0,205927,470159,9.04066,1.15374e-05,5.06777,6.46734e-06,0.719717,9.18482e-07,411.353,0.000524957
37,8,60.0003,False,0,220404,446794,8.74682,1.17462e-05,4.8497,6.5127e-06,0.774375,1.03991e-06,420.186,0.000564271
38,1,1.49338,False,0,5932,12779,9.68151,1.1314e-05,5.09777,5.95736e-06,0.627864,7.33735e-07,16895.7,0.0197447
38,4,57.4141,False,0,196155,449300,8.80288,1.12488e-05,5.13726,6.56468e-06,0.613578,7.84064e-07,449.768,0.000574739
39,2,1.34262,False,0,5213,11127,9.70311,1.17081e-05,5.65743,6.82645e-06,0.832498,1.00452e-06,19242.7,0.0232189
39,7,60.0002,False,0,202616,378931,8.34541,1.32142e-05,3.68982,5.84249e-06,0.974908,1.54368e-06,434.353,0.000687758
40,2,0.825824,False,0,3592,7265,9.80196,1.1142e-05,5.78934,6.58084e-06,0.695112,7.90145e-07,31571.5,0.0358878
40,7,0.0235857,False,0,70,166,9.43326,1.3403e-05,4.79401,6.81145e-06,0.842036,1.19639e-06,1.10544e+06,1.57064
41,4,60.0004,False,0,216128,443904,8.31624,1.12407e-05,5.18343,7.0062e-06,0.616509,8.33306e-07,445.082,0.000601597
41,10,60.0005,False,0,227682,448125,8.41666,1.12693e-05,5.53111,7.40573e-06,0.619205,8.29067e-07,455.63,0.000610054
42,1,0.934309,False,0,4294,8414,10.1383,1.12578e-05,6.82288,7.57628e-06,0.741489,8.23366e-07,29273.7,0.0325061
42,8,60.0005,False,0,221417,463319,8.61252,1.11533e-05,5.32965,6.90198e-06,0.58882,7.6253e-07,467.319,0.000605185
43,3,34.773,False,0,123552,280781,9.23479,1.14367e-05,5.72615,7.09149e-06,0.67948,8.41494e-07,816.953,0.00101175
43,7,60.0002,False,0,204368,402848,8.39017,1.24963e-05,4.67558,6.96382e-06,0.760377,1.13251e-06,482.024,0.000717926
44,3,0.0246271,False,0,63,169,9.19556,1.34e-05,5.28767,7.70533e-06,0.810895,1.18166e-06,1.17438e+06,1.71134
44,6,0.0213146,False,0,63,170,9.212,1.155e-05,5.28792,6.63e-06,0.784908,9.84118e-07,1.3569e+06,1.70128
45,1,60.0003,False,0,222750,431958,8.26582,1.14815e-05,5.5075,7.6501e-06,0.619305,8.60234e-07,492.135,0.000683591
45,5,60.0003,False,0,229184,445899,8.27053,1.11288e-05,5.63767,7.58607e-06,0.547352,7.36518e-07,503.53,0.000677551
46,1,30.3718,False,0,92264,199102,8.43449,1.28663e-05,5.39605,8.23136e-06,0.817445,1.24696e-06,1001.17,0.00152723
46,8,17.9328,False,0,66850,163489,9.95543,1.09199e-05,6.69874,7.3477e-06,0.6208,6.80942e-07,1707.67,0.00187311
47,3,60.0002,False,0,176308,397955,8.3843,1.26411e-05,4.64016,6.99603e-06,0.786557,1.1859e-06,516.649,0.000778958
47,6,60.0002,False,0,194318,391362,8.0073,1.22761e-05,4.99854,7.66334e-06,0.699623,1.0726e-06,524.926,0.000804771
48,2,0.0246351,False,0,68,204,9.60053,1.15936e-05,5.82827,7.03824e-06,0.878016,1.06029e-06,1.27849e+06,1.54391
48,9,0.920378,False,0,3531,8146,10.7517,1.21479e-05,6.37166,7.19904e-06,0.933562,1.05479e-06,34230.5,0.0386755
