group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
8,9,0.428816,True,39,1191,3577,37.4875,4.49406e-05,10.3864,1.24513e-05,0.687241,8.23875e-07
38,7,34.4456,True,65,133163,288377,38.7345,4.6267e-05,9.02459,1.07795e-05,0.92414,1.10385e-06
46,1,26.1312,True,59,92266,199104,33.5462,4.40273e-05,11.7831,1.54646e-05,1.19381,1.5668e-06
43,3,32.6984,True,57,123554,280783,37.6121,4.38008e-05,10.6919,1.24512e-05,0.873339,1.01704e-06
16,9,0.315676,True,44,1142,2371,30.4267,4.05102e-05,9.18347,1.22269e-05,1.01778,1.35508e-06
44,8,24.3814,True,49,98880,213671,35.3053,4.02859e-05,9.67943,1.10449e-05,1.25103,1.42751e-06
11,4,60.0388,False,4672,241187,602928,34.6768,3.45307e-05,11.5604,1.15117e-05,1.24333,1.23809e-06
