group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.328489,True,44,996,2111,17.8207,2.77305e-05,7.42673,1.15566e-05,0.828551,1.28929e-06,0,0
