group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
48,1,0.0375231,True,63,63,205,8.81191,1.61293e-05,5.19973,9.51756e-06,0.849876,1.55561e-06,4.82449,8.83073e-06
48,2,0.0356737,True,54,68,204,9.38226,1.64069e-05,5.65459,9.88824e-06,0.714532,1.24951e-06,10.3951,1.81779e-05
48,3,0.0278649,True,50,65,170,9.64296,1.58059e-05,5.38563,8.82765e-06,0.734616,1.20412e-06,19.7284,3.23371e-05
48,4,0.324115,True,57,809,2243,11.1693,1.61396e-05,6.6565,9.61868e-06,1.01794,1.47093e-06,8.42538,1.21747e-05
48,5,1.73703,True,58,5402,10706,9.90177,1.60654e-05,4.89734,7.94583e-06,1.10892,1.79921e-06,6.62869,1.07549e-05
48,6,0.0294759,True,58,63,169,9.02568,1.5742e-05,5.10281,8.9e-06,0.884451,1.5426e-06,396.155,0.000690948
48,7,1.68343,True,55,5255,10499,9.77313,1.56704e-05,5.68944,9.12256e-06,1.05665,1.69426e-06,12.9078,2.06966e-05
48,8,0.0230156,True,44,64,145,8.43776,1.33931e-05,4.46436,7.08621e-06,0.648256,1.02897e-06,950.476,0.00150867
48,9,1.08751,True,59,3531,8146,10.4866,1.39999e-05,6.04468,8.0698e-06,0.861995,1.15079e-06,29.7322,3.96933e-05
48,10,0.0239539,True,54,63,157,9.25027,1.41134e-05,5.48053,8.36178e-06,0.824083,1.25732e-06,1357.15,0.00207064
