group,exam,time,finished,makespan,expand number,generated number,depth
1,1,757.456,False,0,1628176,
1,2,8.26e-05,False,0,0,
1,3,6.99e-05,False,0,0,
1,4,7.27e-05,False,0,0,
1,5,7.81e-05,False,0,0,
1,6,7.11e-05,False,0,0,
1,7,8.23e-05,False,0,0,
1,8,0.0001383,False,0,0,
1,9,7.05e-05,False,0,0,
1,10,7.29e-05,False,0,0,
2,1,7.63e-05,False,0,0,
2,2,7.22e-05,False,0,0,
2,3,7.36e-05,False,0,0,
2,4,7.52e-05,False,0,0,
2,5,7.06e-05,False,0,0,
2,6,8.13e-05,False,0,0,
2,7,0.0001237,False,0,0,
2,8,7.35e-05,False,0,0,
2,9,7.36e-05,False,0,0,
2,10,7.24e-05,False,0,0,
3,1,7.32e-05,False,0,0,
3,2,8.44e-05,False,0,0,
3,3,8e-05,False,0,0,
3,4,7.54e-05,False,0,0,
3,5,0.000194,False,0,0,
3,6,9.47e-05,False,0,0,
3,7,7.77e-05,False,0,0,
3,8,8.27e-05,False,0,0,
3,9,0.0001175,False,0,0,
3,10,7.27e-05,False,0,0,
4,1,7.5e-05,False,0,0,
4,2,7.73e-05,False,0,0,
4,3,7.57e-05,False,0,0,
4,4,7.8e-05,False,0,0,
4,5,7.05e-05,False,0,0,
4,6,7.64e-05,False,0,0,
4,7,7.89e-05,False,0,0,
4,8,7.08e-05,False,0,0,
4,9,7.2e-05,False,0,0,
4,10,7.23e-05,False,0,0,
5,1,7.21e-05,False,0,0,
5,2,7.09e-05,False,0,0,
5,3,8.16e-05,False,0,0,
5,4,7.92e-05,False,0,0,
5,5,7.13e-05,False,0,0,
5,6,7.12e-05,False,0,0,
5,7,7.46e-05,False,0,0,
5,8,7.03e-05,False,0,0,
5,9,7.29e-05,False,0,0,
5,10,7.94e-05,False,0,0,
6,1,7.5e-05,False,0,0,
6,2,7.29e-05,False,0,0,
6,3,0.0001133,False,0,0,
6,4,7.3e-05,False,0,0,
6,5,8.29e-05,False,0,0,
6,6,7.03e-05,False,0,0,
6,7,7.07e-05,False,0,0,
6,8,8.03e-05,False,0,0,
6,9,0.0001889,False,0,0,
6,10,7.8e-05,False,0,0,
7,1,7.26e-05,False,0,0,
7,2,7.18e-05,False,0,0,
7,3,8.08e-05,False,0,0,
7,4,7.15e-05,False,0,0,
7,5,7.07e-05,False,0,0,
7,6,7.25e-05,False,0,0,
7,7,7.26e-05,False,0,0,
7,8,7.96e-05,False,0,0,
7,9,7.16e-05,False,0,0,
7,10,7.22e-05,False,0,0,
8,1,7.15e-05,False,0,0,
8,2,7.13e-05,False,0,0,
8,3,7.23e-05,False,0,0,
8,4,7.01e-05,False,0,0,
8,5,7.11e-05,False,0,0,
8,6,7.25e-05,False,0,0,
8,7,7.17e-05,False,0,0,
8,8,0.0001408,False,0,0,
8,9,7.22e-05,False,0,0,
8,10,7.22e-05,False,0,0,
9,1,7.17e-05,False,0,0,
9,2,7.23e-05,False,0,0,
9,3,7.84e-05,False,0,0,
9,4,7.22e-05,False,0,0,
9,5,0.0001512,False,0,0,
9,6,7.18e-05,False,0,0,
9,7,7.23e-05,False,0,0,
9,8,7.93e-05,False,0,0,
9,9,7.09e-05,False,0,0,
9,10,7.18e-05,False,0,0,
