group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
38,10,600.001,False,0,1027960,2644396,4.97024,1.12772e-05,2.86943,6.51062e-06,0.407165,9.23839e-07,80.205,0.000181981
39,1,0.0461226,True,55,150,383,9.41838,1.1342e-05,5.19398,6.25483e-06,0.753427,9.07311e-07,1.04338e+06,1.25649
39,2,1.48469,True,54,5213,11127,8.68587,1.15897e-05,4.99165,6.66042e-06,0.759977,1.01405e-06,32421.5,0.0432604
39,3,1.17275,True,54,4294,11915,10.9399,1.07678e-05,5.91311,5.82007e-06,0.753399,7.41544e-07,41055.7,0.0404097
39,4,93.7989,True,53,202620,415845,5.42934,1.22465e-05,2.95917,6.67476e-06,0.583532,1.31623e-06,517.014,0.00116619
39,5,0.0224515,True,55,69,170,8.90141,1.17559e-05,4.48567,5.92412e-06,0.788366,1.04118e-06,2.16001e+06,2.85268
39,6,3.63631,True,69,15232,28568,9.9912,1.27174e-05,4.14533,5.27643e-06,1.22082,1.55394e-06,13339.9,0.0169799
39,7,626.981,False,0,676017,1249181,2.56914,1.28948e-05,1.09787,5.51036e-06,0.304427,1.52796e-06,78.5507,0.000394256
39,8,0.0849358,True,67,290,632,8.15192,1.09555e-05,4.45466,5.98671e-06,0.564191,7.58228e-07,579857,0.779282
39,9,600,False,0,651482,1703369,3.56294,1.25502e-05,1.82401,6.42496e-06,0.31426,1.10696e-06,84.1093,0.000296269
39,10,603.994,False,0,723223,1166332,2.57644,1.33423e-05,0.97628,5.05574e-06,0.324708,1.68153e-06,84.6468,0.00043835
40,1,0.481586,True,51,1850,3591,9.2555,1.24125e-05,4.17385,5.59752e-06,1.01143,1.35642e-06,106168,0.142381
40,2,1.03388,True,56,3592,7265,8.16255,1.16161e-05,4.85813,6.91361e-06,0.586149,8.3415e-07,49464.4,0.0703929
40,3,3.78365,True,57,14618,28299,9.38387,1.25465e-05,4.56865,6.1084e-06,1.09753,1.46742e-06,13520.3,0.018077
40,4,0.228174,True,57,907,1778,9.14066,1.17304e-05,4.69173,6.02098e-06,0.880249,1.12964e-06,224206,0.287727
40,5,0.0546508,True,65,202,446,10.2557,1.25668e-05,4.76407,5.83767e-06,1.06128,1.30045e-06,936092,1.14704
40,6,0.109179,True,60,375,697,8.599,1.34696e-05,3.74275,5.8627e-06,1.05377,1.65065e-06,468575,0.733981
40,7,0.025275,True,46,70,166,8.62394,1.31307e-05,4.32681,6.58795e-06,0.700297,1.06627e-06,2.02408e+06,3.08185
40,8,3.78097,True,57,13835,29481,8.74665,1.12177e-05,4.81997,6.18165e-06,0.590989,7.57949e-07,13541.8,0.0173674
40,9,0.871812,True,64,3223,6452,8.93874,1.20783e-05,4.44792,6.01015e-06,0.958143,1.29467e-06,58735.5,0.079365
40,10,0.0313166,True,51,107,266,9.73158,1.14571e-05,5.04652,5.94135e-06,0.985739,1.16053e-06,1.63512e+06,1.92505
