group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
37,1,986.428,False,0,1193516,2964751,3.33137,1.10841e-05,1.86496,6.20506e-06,0.270211,8.99041e-07,2.99438,9.96287e-06
37,2,600,False,0,1122578,2279898,4.41152,1.16098e-05,2.30353,6.0622e-06,0.393272,1.03497e-06,10.1605,2.67393e-05
37,3,600.003,False,0,1171102,2308231,4.43436,1.15267e-05,2.65844,6.91036e-06,0.344222,8.94773e-07,16.9974,4.41832e-05
37,4,600.002,False,0,1070010,1995892,4.23416,1.27287e-05,2.50177,7.52079e-06,0.341899,1.02781e-06,22.9925,6.91196e-05
37,5,600.04,False,0,702263,1518544,3.28073,1.29635e-05,1.77117,6.99863e-06,0.274221,1.08356e-06,26.6908,0.000105466
37,6,656.82,False,0,641074,1331606,2.7325,1.34782e-05,1.25385,6.18467e-06,0.277154,1.36707e-06,26.499,0.000130708
37,7,600.005,False,0,930123,2001184,3.86476,1.15875e-05,2.28532,6.85197e-06,0.32838,9.84565e-07,32.9234,9.87128e-05
37,8,600.001,False,0,1088542,2098560,4.24739,1.21438e-05,2.17052,6.20576e-06,0.445829,1.27467e-06,36.7097,0.000104957
37,9,1793.29,False,0,1238457,2497683,1.55041,1.11316e-05,0.894984,6.42583e-06,0.120176,8.62842e-07,14.4081,0.000103447
37,10,615.35,False,0,304522,661916,2.3052,2.14303e-05,1.30696,1.21502e-05,0.178813,1.66233e-06,45.0674,0.000418969
38,1,2.34547,True,48,5932,12779,8.22745,1.51007e-05,4.19798,7.70502e-06,0.534106,9.80304e-07,11834.8,0.0217216
38,2,600.001,False,0,538072,1039223,3.4087,1.96803e-05,1.72913,9.98323e-06,0.284924,1.64503e-06,50.9226,0.000294004
38,3,649.379,False,0,598091,1337749,3.19249,1.54972e-05,1.91686,9.30495e-06,0.266864,1.29543e-06,50.718,0.000246199
38,4,78.5291,True,59,196155,449300,6.11016,1.06794e-05,3.56233,6.22627e-06,0.432387,7.55731e-07,426.474,0.000745396
38,5,600.004,False,0,1088042,2514997,4.84632,1.15619e-05,2.66281,6.35268e-06,0.411829,9.82503e-07,61.0709,0.000145697
38,6,600.001,False,0,845239,1683676,3.47121,1.23701e-05,1.74342,6.21292e-06,0.359774,1.2821e-06,63.7027,0.000227013
38,7,38.4936,True,65,133161,288375,8.0918,1.08013e-05,4.58925,6.12593e-06,0.624358,8.3342e-07,1002.46,0.00133813
38,8,600.004,False,0,1041450,2059031,4.02143,1.17185e-05,2.18973,6.38091e-06,0.345207,1.00594e-06,69.1343,0.000201458
38,9,600.001,False,0,1189752,2538193,4.58904,1.0848e-05,2.51087,5.93542e-06,0.324333,7.66686e-07,75.8481,0.000179296
