group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.319659,True,44,1142,2371,20.1633,2.71841e-05,8.29413,1.11822e-05,1.02513,1.38208e-06,0,0
