group,exam,initialHcost
-1,-1,0.0983099,True,0,13,,0.733293,0.0007209,0.0658123,6.47e-05,0.0175974,1.73e-05
16,9,0.10551,True,0,2371,,619.484,0.65362,22.7823,0.0240377,11.2815,0.0119031
