group,exam,time,finished,makespan,expand number,generated number,depth
13,1,600.001,False,0,1220652,3018573,0
13,2,779.468,False,0,1125440,2598045,0
13,3,764.806,False,0,1140119,2521092,0
13,4,771.679,False,0,1186730,2380219,0
13,5,898.304,False,0,1113344,2526416,0
13,6,906.778,False,0,1104260,2604099,0
13,7,881.158,False,0,1125154,2546136,0
13,8,1007.1,False,0,1174936,2413174,0
13,9,961.048,False,0,1132230,2451243,0
13,10,1056.16,False,0,1122413,2404208,0
14,1,1053.3,False,0,1113411,2935249,0
14,2,600.004,False,0,1090564,2419261,0
14,3,600.004,False,0,1129071,2463321,0
14,4,1150.14,False,0,1131076,2584101,0
14,5,5.13852,True,52,18740,42495,57
14,6,86.5086,True,35,251051,605106,52
14,7,1123.01,False,0,1125357,2586612,0
14,8,210.817,True,54,365941,819835,57
14,9,600.003,False,0,1038808,2449002,0
14,10,600.003,False,0,1007765,2183991,0
15,1,600.002,False,0,1003066,2448944,0
15,2,0.0222725,True,47,55,185,54
15,3,0.0413799,True,48,106,299,54
15,4,0.0256409,True,48,57,192,53
15,5,600.006,False,0,1013270,2182235,0
15,6,4.22309,True,67,15256,33676,60
15,7,6.45838,True,47,23465,46463,55
15,8,600.009,False,0,1018000,2039057,0
15,9,0.0255134,True,54,87,240,56
15,10,600.006,False,0,917498,2034336,0
16,1,600.004,False,0,1022116,2596493,0
16,2,600.001,False,0,1062313,1919197,0
16,3,0.0258961,True,36,51,151,51
16,4,0.0217709,True,47,58,184,58
16,5,0.0223811,True,51,58,203,58
16,6,0.026629,True,51,64,227,57
16,7,0.020137,True,34,58,158,51
16,8,0.0227765,True,44,62,204,54
16,9,0.262875,True,44,994,2109,56
16,10,0.0226246,True,51,57,219,56
17,1,600.001,False,0,968059,2351641,0
17,2,600.003,False,0,759361,1834222,0
17,3,0.0984093,True,60,335,678,57
17,4,600.002,False,0,911674,2156152,0
17,5,600.002,False,0,945922,2093988,0
17,6,600.001,False,0,667576,1315723,0
17,7,600.002,False,0,817359,1796513,0
17,8,600.003,False,0,930845,1930182,0
17,9,600.005,False,0,988954,1923621,0
17,10,42.8878,True,66,129674,271334,57
18,1,600.001,False,0,799678,2179612,0
18,2,600.002,False,0,733092,1478645,0
18,3,600.013,False,0,917220,1876406,0
18,4,600.002,False,0,701043,1521215,0
18,5,657.168,False,0,595749,1257556,0
18,6,619.13,False,0,633289,1204535,0
18,7,664.731,False,0,631190,1226283,0
18,8,680.543,False,0,673892,1177658,0
18,9,0.0922221,True,47,303,630,55
18,10,600.002,False,0,729943,1842576,0
19,1,719.799,False,0,596557,1320562,0
19,2,0.0225324,True,58,54,172,54
19,3,0.83637,True,83,2416,5517,59
19,4,1.07099,True,39,4179,7865,53
19,5,311.007,True,48,463202,1054495,59
19,6,674.705,False,0,635461,1268280,0
19,7,783.126,False,0,700957,1158850,0
19,8,15.5564,True,55,41181,98921,58
19,9,0.558653,True,38,1916,5251,51
19,10,741.673,False,0,607419,1313011,0
20,1,0.0237802,True,57,56,176,56
20,2,0.0301917,True,70,113,257,59
20,3,0.129968,True,49,389,923,55
20,4,0.0550921,True,43,201,435,55
20,5,0.129636,True,61,423,1143,55
20,6,0.0278985,True,51,76,208,54
20,7,0.0197689,True,42,66,163,54
20,8,0.0200503,True,51,56,146,56
20,9,0.0254825,True,41,56,176,56
20,10,0.0181426,True,37,50,130,50
21,1,599.999,False,0,707043,1556177,0
21,2,606.029,False,0,582114,1303188,0
21,3,600,False,0,707314,1559088,0
21,4,600,False,0,697175,1499174,0
21,5,600.001,False,0,731135,1551877,0
21,6,600.001,False,0,613997,1614659,0
21,7,600.001,False,0,645992,1397578,0
21,8,600.001,False,0,581242,1383596,0
21,9,600.002,False,0,702824,1533511,0
21,10,637.096,False,0,615903,1234005,0
22,1,23.1479,True,42,70582,156979,54
22,2,600.001,False,0,583589,1427313,0
22,3,796.278,False,0,621014,1261400,0
22,4,744.847,False,0,581733,1390773,0
22,5,681.238,False,0,574652,1402750,0
22,6,701.525,False,0,575403,1374230,0
22,7,685.285,False,0,603917,1276681,0
22,8,704.788,False,0,575469,1301805,0
22,9,0.0534646,True,76,166,436,61
22,10,760.952,False,0,552419,1549565,0
23,1,0.0949914,True,63,239,670,58
23,2,0.106161,True,53,316,759,55
23,3,0.793366,True,46,2353,5227,54
23,4,3.4643,True,65,9579,27250,56
23,5,647.194,False,0,612398,1248318,0
23,6,874.008,False,0,638737,1297070,0
23,7,714.798,False,0,609393,1249613,0
23,8,913.776,False,0,598046,1277722,0
23,9,746.676,False,0,588582,1309818,0
23,10,10.3885,True,61,32532,62598,58
24,1,0.048729,True,53,141,335,58
24,2,1002.1,False,0,600178,1291759,0
24,3,18.9104,True,69,57288,119659,56
24,4,0.0226407,True,53,57,175,57
24,5,0.525811,True,51,1612,3956,52
24,6,0.541131,True,56,1842,3737,58
24,7,723.027,False,0,616936,1284666,0
24,8,0.0213735,True,38,54,142,54
24,9,0.0145889,True,43,56,122,56
24,10,0.0302419,True,53,107,235,57
25,1,701.755,False,0,572193,1311557,0
25,2,651.5,False,0,592201,1237985,0
25,3,642.621,False,0,580750,1281296,0
25,4,641.112,False,0,585820,1246154,0
25,5,667.046,False,0,577958,1299941,0
25,6,669.93,False,0,563717,1340180,0
25,7,705.493,False,0,583000,1271574,0
25,8,639.723,False,0,576731,1304662,0
25,9,672.185,False,0,631235,1174819,0
25,10,681.751,False,0,577158,1261262,0
