group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
29,3,600.002,False,0,509194,1125100,3.83995,2.0478e-05,2.71483,1.44779e-05,0.345844,1.84434e-06,67.3294,0.00035906
29,4,600.004,False,0,526074,1027462,3.62363,2.11608e-05,2.4129,1.40905e-05,0.357099,2.08535e-06,72.5775,0.000423829
29,5,1199.64,False,0,584100,1280709,2.00921,1.88203e-05,1.33686,1.25223e-05,0.168174,1.57529e-06,39.1393,0.000366617
29,6,600.008,False,0,565435,1195718,3.87305,1.94349e-05,2.51598,1.26251e-05,0.338656,1.69937e-06,83.7112,0.00042006
29,7,600.004,False,0,321091,647581,2.55806,2.37013e-05,1.65513,1.53353e-05,0.199443,1.8479e-06,87.3629,0.000809444
29,8,600.009,False,0,424083,971102,3.5956,2.22159e-05,2.54711,1.57377e-05,0.327226,2.02182e-06,91.561,0.000565723
29,9,600.012,False,0,499139,1091964,3.59228,1.97388e-05,2.45047,1.34648e-05,0.293143,1.61076e-06,96.6332,0.00053098
29,10,600.016,False,0,521391,1095171,3.64411,1.99652e-05,2.39324,1.3112e-05,0.329448,1.80496e-06,101.473,0.000555946
30,1,600.012,False,0,489312,1067646,3.67682,2.06635e-05,2.50498,1.40779e-05,0.30227,1.69874e-06,106.406,0.000597998
30,2,600.002,False,0,326606,757105,2.94302,2.33233e-05,1.84692,1.46368e-05,0.288969,2.29007e-06,109.23,0.00086564
30,3,967.1,False,0,603128,1301128,2.25523,1.67626e-05,1.42071,1.05598e-05,0.230426,1.71271e-06,70.0181,0.00052043
30,4,1049.91,False,0,596958,1273633,1.93856,1.59804e-05,1.23716,1.01985e-05,0.200405,1.65203e-06,66.5222,0.000548372
30,5,600.003,False,0,464551,1009308,3.37255,2.00488e-05,2.11518,1.25741e-05,0.333981,1.98542e-06,119.77,0.000711997
30,6,1019.95,False,0,302867,668013,1.81293,2.76807e-05,1.1609,1.77251e-05,0.170453,2.60255e-06,72.4354,0.00110598
30,7,927.085,False,0,294851,677258,2.17905,2.98286e-05,1.23006,1.68381e-05,0.220424,3.01734e-06,81.8502,0.00112043
30,8,735.572,False,0,289509,708659,2.21645,2.30062e-05,1.46566,1.52132e-05,0.201787,2.09451e-06,105.577,0.00109587
30,9,654.479,False,0,299610,680563,2.15744,2.07476e-05,1.34512,1.29356e-05,0.216982,2.08665e-06,120.911,0.00116277
30,10,653,False,0,289571,691773,2.27948,2.15172e-05,1.55496,1.46781e-05,0.191169,1.80454e-06,123.992,0.00117042
