group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
26,1,1041.88,False,0,644758,1275992,3.53596,2.8872e-05,1.71415,1.39964e-05,0.432667,3.53284e-06,2.25161,1.8385e-05
26,2,0.466488,True,40,776,2118,10.3128,2.27138e-05,6.45403,1.4215e-05,0.747479,1.64632e-06,5037.72,0.0110956
26,3,397.867,True,58,360947,774395,4.62065,2.37399e-05,2.55284,1.3116e-05,0.534215,2.74468e-06,9.36262,4.81031e-05
26,4,484.583,True,62,574814,1212551,5.74589,2.29628e-05,3.77108,1.50707e-05,0.58429,2.33505e-06,14.0559,5.61727e-05
26,5,600.002,False,0,607531,1397670,5.83798,2.50617e-05,3.27907,1.40766e-05,0.578761,2.48455e-06,16.981,7.28974e-05
26,6,437.168,True,53,447743,952741,5.46692,2.50852e-05,3.26798,1.49952e-05,0.469632,2.15492e-06,30.0299,0.000137793
26,7,0.192128,True,56,384,813,8.32251,1.96678e-05,5.08082,1.2007e-05,0.852503,2.01464e-06,68339.1,0.161499
26,8,943.655,False,0,616149,1352236,3.1858,2.2232e-05,1.79548,1.25297e-05,0.235099,1.64063e-06,18.4959,0.000129073
26,9,1080.09,False,0,593105,1454717,2.82551,2.09787e-05,1.70597,1.26664e-05,0.251677,1.86863e-06,19.1978,0.000142538
26,10,1074.97,False,0,579273,1455358,3.10119,2.29063e-05,1.98123,1.46339e-05,0.280503,2.07187e-06,22.3565,0.000165131
27,1,0.657078,True,43,913,1915,7.74335,2.65691e-05,4.99851,1.7151e-05,1.22899,4.21692e-06,36581.8,0.12552
27,2,0.0808144,True,58,98,254,9.23276,2.93756e-05,4.39068,1.39697e-05,0.779812,2.4811e-06,297444,0.94637
27,3,0.079704,True,60,68,200,6.19316,2.4681e-05,3.63206,1.44745e-05,0.624184,2.4875e-06,301592,1.2019
27,4,1.53446,True,64,2009,4506,9.35304,3.18505e-05,5.52946,1.88298e-05,1.10052,3.74767e-06,15672.8,0.0533717
27,5,0.670982,True,49,836,1823,9.60103,3.5338e-05,5.60973,2.06474e-05,1.05271,3.87466e-06,35849.1,0.131948
27,6,0.160974,True,59,195,537,8.59797,2.57737e-05,5.1499,1.54376e-05,0.867841,2.60149e-06,149438,0.447963
27,7,600.01,False,0,551349,1314602,4.91343,2.24258e-05,2.54002,1.15931e-05,0.538594,2.45825e-06,44.2444,0.00020194
27,8,0.0925389,True,66,109,294,7.1263,2.24306e-05,3.88885,1.22405e-05,0.646755,2.03571e-06,286879,0.902975
27,9,0.142185,True,55,263,577,10.3438,2.54894e-05,5.7821,1.42484e-05,0.878642,2.16516e-06,186717,0.460112
27,10,0.0608713,True,62,71,233,8.05273,2.10378e-05,4.74904,1.24069e-05,0.738115,1.92833e-06,436145,1.13943
28,1,0.188841,True,69,305,672,8.12818,2.28412e-05,4.71207,1.32415e-05,0.988029,2.77649e-06,140592,0.395082
28,2,0.0699542,True,57,65,205,7.21057,2.46054e-05,5.52933,1.88683e-05,0.836118,2.85317e-06,379531,1.29511
28,3,600.014,False,0,541749,1203925,4.77796,2.38125e-05,2.75361,1.37235e-05,0.553712,2.7596e-06,47.917,0.00023881
28,4,0.0504076,True,49,69,197,8.38703,2.14604e-05,4.49119,1.14919e-05,0.735008,1.88071e-06,570374,1.45945
28,5,0.0345057,True,73,63,171,9.21181,1.85883e-05,4.94179,9.97193e-06,0.875218,1.76608e-06,833236,1.68137
28,6,426.25,True,55,321933,787041,4.33674,2.34871e-05,2.58468,1.39982e-05,0.474344,2.56898e-06,70.3702,0.000381114
28,7,0.0535469,True,48,63,171,7.44226,2.33047e-05,4.90598,1.53626e-05,1.3011,4.07427e-06,560173,1.75413
28,8,0.0607732,True,53,74,208,8.20477,2.39726e-05,5.8743,1.71635e-05,0.844945,2.46875e-06,493569,1.44211
28,9,87.375,True,62,121813,252155,6.88662,2.38631e-05,3.98639,1.38134e-05,0.710534,2.46209e-06,349.884,0.0012124
28,10,0.0542736,True,59,78,196,6.75245,1.8698e-05,4.49685,1.2452e-05,0.638248,1.76735e-06,563284,1.55977
29,1,600.004,False,0,555749,1232591,4.71191,2.29368e-05,3.29179,1.60239e-05,0.413103,2.01091e-06,56.7031,0.000276021
29,2,1214.03,False,0,587595,1284978,2.36404,2.23351e-05,1.59822,1.50998e-05,0.203045,1.91834e-06,31.1002,0.00029383
