group,exam,initialHcost
-1,-1,0.092548,True,0,13,,0.127501,0.000118,0.072719,6.73e-05,0.0349008,3.23e-05
16,9,0.109913,True,0,2371,,52.3332,0.0575213,17.7814,0.0195442,6.35518,0.0069852
