group,exam,time,finished,makespan,expand number,generated number,depth
1,7,1.55692,True,60,5062,10403,58
2,3,9.03352,True,43,27478,67990,57
2,5,3.94117,True,51,12456,29494,53
2,7,0.075672,True,47,239,574,53
3,1,0.0254935,True,72,58,191,56
3,3,0.249026,True,57,707,1859,56
3,4,0.117144,True,98,294,955,58
3,6,0.0301205,True,54,76,249,53
3,7,0.0261488,True,48,53,218,53
3,8,0.0292138,True,54,69,207,55
4,1,0.0224728,True,49,54,163,54
4,2,0.184692,True,60,613,1258,55
4,4,0.0213442,True,57,60,137,60
4,5,0.310476,True,59,1058,2290,57
4,6,0.0238081,True,45,70,165,55
4,7,133.212,True,56,418778,892108,56
4,8,0.02438,True,55,56,188,56
4,10,12.9053,True,48,46399,96942,59
6,6,3.986,True,37,10091,29592,53
7,1,5.06473,True,55,14356,35179,58
7,2,1.63377,True,42,5285,11014,54
7,3,3.80797,True,42,12600,27305,53
8,1,0.0277473,True,44,52,152,52
8,2,0.0277933,True,51,57,192,55
8,3,0.0310332,True,53,55,218,55
8,4,0.0384637,True,48,78,295,54
8,5,0.0275763,True,58,61,197,55
8,6,0.031508,True,47,70,216,51
8,7,0.0228603,True,41,56,157,54
8,8,2.62878,True,51,8599,21169,55
8,9,0.47514,True,39,1178,3525,52
8,10,0.0246305,True,67,57,192,56
11,1,94.7541,True,54,263266,567740,54
11,3,0.0317461,True,81,72,244,57
11,6,98.9033,True,44,274000,654066,56
11,7,999.575,False,0,1152232,2705962,0
11,10,68.4017,True,38,167931,317630,54
12,1,0.0299184,True,47,74,183,55
12,2,0.0356028,True,46,91,234,52
12,3,0.661677,True,37,1876,4388,52
12,4,0.0306998,True,63,65,187,57
12,5,0.0291112,True,47,54,189,54
12,6,10.5593,True,53,35063,73523,56
12,7,0.0436257,True,55,84,291,55
12,8,0.023998,True,35,49,164,49
12,9,0.0390599,True,52,79,193,56
12,10,0.0608903,True,57,87,295,58
14,2,1208.53,False,0,1122649,2586480,0
14,6,107.759,True,35,245693,592234,51
14,7,600.011,False,0,1115324,2609449,0
15,1,600.002,False,0,1055583,2594393,0
15,3,0.0481082,True,48,106,299,54
15,5,600.001,False,0,1165959,2470703,0
15,6,4.44244,True,67,13048,29717,60
15,8,1687.1,False,0,1195280,2401939,0
