group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
1,1,60.0001,False,0,241996,613151,10.8608,1.06278e-05,6.68409,6.54074e-06,0.907272,8.87813e-07,10.599,1.03717e-05
1,2,60.0003,False,0,285254,641196,10.9358,1.02333e-05,6.50337,6.08556e-06,1.14111,1.0678e-06,19.7489,1.84802e-05
1,3,60.0001,False,0,295833,595567,10.53,1.06084e-05,6.07742,6.12266e-06,1.20985,1.21886e-06,28.2554,2.84657e-05
1,4,60,False,0,248070,648857,11.3511,1.04964e-05,7.13477,6.59755e-06,1.14674,1.06039e-06,36.5196,3.37698e-05
1,5,60.0001,False,0,255273,617957,11.2577,1.09306e-05,6.22722,6.04627e-06,1.21552,1.1802e-06,44.4706,4.31784e-05
1,6,60,False,0,268442,673038,10.8209,9.64659e-06,6.84249,6.09995e-06,0.815954,7.27408e-07,56.5812,5.0441e-05
1,7,60.0002,False,0,283195,582197,10.5591,1.0882e-05,5.63277,5.80503e-06,1.32267,1.36312e-06,63.2607,6.51954e-05
1,8,60.0002,False,0,262971,630853,11.3291,1.07751e-05,6.07693,5.77975e-06,1.31436,1.25008e-06,69.4911,6.60927e-05
1,9,60.0001,False,0,291263,643068,10.426,9.72773e-06,6.4512,6.01916e-06,1.01988,9.51582e-07,79.9438,7.45899e-05
1,10,60.0001,False,0,256782,640906,11.1066,1.03977e-05,6.87073,6.43221e-06,1.17162,1.09684e-06,87.8024,8.21986e-05
2,1,60.0002,False,0,317705,648119,10.1583,9.40412e-06,6.69307,6.19617e-06,0.820723,7.59792e-07,101.296,9.37758e-05
2,2,60.0001,False,0,276201,671074,10.9224,9.76564e-06,6.94402,6.20858e-06,0.922496,8.24795e-07,112.25,0.000100361
2,3,7.57637,True,43,34661,83093,11.8782,1.08305e-05,6.50222,5.92868e-06,1.35548,1.23592e-06,895.878,0.000816857
2,4,60.0002,False,0,325240,544851,10.4015,1.14544e-05,4.93504,5.43457e-06,1.38914,1.52975e-06,119.267,0.00013134
2,5,3.09625,True,51,14909,34936,10.9411,9.69674e-06,6.67247,5.91356e-06,1.05263,9.32906e-07,2321.65,0.00205759
2,6,60.0001,False,0,287368,573357,10.6597,1.1155e-05,5.11062,5.34811e-06,1.37671,1.44069e-06,126.237,0.000132103
2,7,0.0819207,True,47,407,894,10.8105,9.90604e-06,6.69355,6.13356e-06,1.10094,1.00884e-06,92467.3,0.0847314
2,8,60.0001,False,0,237987,693099,11.655,1.00895e-05,7.01417,6.07202e-06,1.10832,9.59447e-07,134.278,0.000116241
2,9,60.0001,False,0,294160,660750,10.3932,9.43769e-06,6.66066,6.04829e-06,0.913525,8.29537e-07,145.86,0.00013245
2,10,60.0001,False,0,246819,655411,11.2033,1.02561e-05,6.66826,6.10451e-06,1.10737,1.01375e-06,154.292,0.000141248
3,1,0.0219028,True,72,65,214,10.4909,1.07374e-05,5.75908,5.89439e-06,1.05466,1.07944e-06,422671,0.432602
3,2,60.0003,False,0,281804,610675,10.9539,1.07625e-05,5.65945,5.56054e-06,1.24243,1.22072e-06,162.059,0.000159227
3,3,0.308509,True,57,1351,3163,10.2819,1.00287e-05,6.00821,5.86023e-06,1.0684,1.04208e-06,31527.8,0.0307513
3,4,0.0826129,True,98,315,1001,11.1186,9.17622e-06,7.20275,5.94446e-06,0.867056,7.15584e-07,117746,0.0971762
3,5,60.0001,False,0,281514,694059,10.65,9.20673e-06,6.92848,5.98954e-06,0.86331,7.46316e-07,173.647,0.000150115
3,6,0.0221018,True,54,66,235,10.4824,9.85872e-06,6.34654,5.96894e-06,1.06598,1.00255e-06,471408,0.44336
3,7,0.0298914,True,48,63,263,9.04842,1.0284e-05,5.76688,6.55437e-06,0.946761,1.07605e-06,348564,0.396162
3,8,0.0239495,True,54,79,231,10.6036,1.09935e-05,6.26819,6.4987e-06,1.02299,1.06061e-06,435050,0.451049
3,9,60.0002,False,0,265422,650172,10.8377,1.00014e-05,6.35502,5.86464e-06,1.10914,1.02356e-06,182.557,0.00016847
3,10,60,False,0,321317,522071,10.1874,1.1708e-05,4.5836,5.2678e-06,1.48239,1.70367e-06,186.348,0.000214164
4,1,0.0196432,True,49,63,192,9.54427,9.76458e-06,5.45634,5.58229e-06,0.989146,1.01198e-06,569203,0.582342
4,2,0.171047,True,60,778,1569,10.9875,1.19781e-05,5.41437,5.90255e-06,1.50941,1.64551e-06,65372.2,0.0712664
4,3,60,False,0,270969,614064,10.5846,1.03422e-05,6.30985,6.16533e-06,1.13231,1.10638e-06,194.972,0.000190506
4,4,0.0159015,True,57,63,147,9.14882,9.8966e-06,5.1536,5.57483e-06,0.967204,1.04626e-06,735679,0.795809
4,5,0.291001,True,59,1293,2754,10.2477,1.08282e-05,5.73496,6.05984e-06,1.24872,1.31946e-06,40208.2,0.042486
4,6,0.0240203,True,45,78,180,9.84043,1.31317e-05,5.24057,6.99333e-06,1.03537,1.38167e-06,487123,0.650046
4,7,60.0003,False,0,291142,622182,10.396,1.00255e-05,6.06662,5.85036e-06,1.06232,1.02445e-06,204.894,0.00019759
4,8,0.0204902,True,55,63,210,9.7754,9.5381e-06,5.64221,5.50524e-06,1.0239,9.99048e-07,599984,0.585419
4,9,60.0001,False,0,295951,559274,10.3831,1.11392e-05,5.34065,5.72957e-06,1.36516,1.46457e-06,210.843,0.000226197
4,10,1.42018,True,48,6708,14981,10.8257,1.02626e-05,6.34386,6.01388e-06,1.17852,1.11722e-06,8916.93,0.00845312
5,1,60.0001,False,0,308791,635179,10.004,9.44991e-06,6.78416,6.40843e-06,0.864617,8.16731e-07,223.483,0.000211105
5,2,60.0003,False,0,320682,629990,9.93908,9.46598e-06,6.95987,6.62858e-06,0.890937,8.48529e-07,235.897,0.000224668
5,3,60.0002,False,0,306891,642732,10.0574,9.38875e-06,7.1123,6.63945e-06,0.839077,7.83293e-07,248.346,0.000231836
