group,exam,time,finished,makespan,expand number,generated number,depth
1,1,1070.95,False,0,101005,1344330,0
1,2,689.456,False,0,57718,682746,0
1,3,600.002,False,0,105223,1059088,0
1,4,600.003,False,0,84046,979604,0
1,5,913.516,False,0,81028,738120,0
1,6,688.191,False,0,55056,651317,0
1,7,600.004,False,0,72224,916958,0
1,8,600.012,False,0,81533,824158,0
1,9,600.002,False,0,89465,1048467,0
1,10,600.001,False,0,88025,960145,0
2,1,13.108,True,65,4741,41614,63
2,2,600.004,False,0,108724,1066668,0
2,3,600.002,False,0,131860,982477,0
2,4,600.003,False,0,120134,906598,0
