group,exam,time,finished,makespan,expand number,generated number,depth
21,3,1044.38,False,0,1174666,2618358,0
21,4,600.001,False,0,1035435,2243712,0
21,5,600.002,False,0,1037840,2465503,0
21,6,600.001,False,0,928110,2444544,0
21,7,600.004,False,0,1075335,2429397,0
21,8,600.012,False,0,993246,2404132,0
21,9,600.001,False,0,1086399,2299727,0
21,10,600.002,False,0,1047137,2180192,0
22,1,22.4959,True,42,61140,136091,55
22,2,399.26,True,45,608299,1529144,54
22,3,600.001,False,0,975727,1826006,0
22,4,600,False,0,841637,2300131,0
22,5,600.004,False,0,940788,2456773,0
22,6,600.035,False,0,870076,2211337,0
22,7,600.001,False,0,912439,2011892,0
22,8,600,False,0,854135,2064966,0
22,9,0.0519713,True,76,113,319,57
22,10,600.001,False,0,834320,2480236,0
23,1,0.112341,True,63,223,638,58
23,2,0.114531,True,53,272,685,55
23,3,0.66622,True,46,1605,3807,52
23,4,3.5517,True,65,8128,23790,56
23,5,600,False,0,966158,2138803,0
23,6,600.007,False,0,1032620,1961895,0
23,7,600.009,False,0,922739,2175637,0
23,8,521.59,True,48,643164,1521663,56
23,9,254.555,True,63,388907,959223,58
23,10,0.0292978,True,61,59,192,59
24,1,0.0568839,True,53,126,306,58
24,2,517.431,True,58,710197,1878961,56
24,3,18.6394,True,69,39348,88898,58
24,4,0.028054,True,53,57,175,57
24,5,0.513583,True,51,1241,3072,52
24,6,0.576506,True,56,1654,3475,58
24,7,600.005,False,0,979117,2080459,0
24,8,0.0273785,True,38,54,142,54
24,9,0.0216505,True,43,56,122,56
24,10,0.0370623,True,53,93,219,57
25,1,600.003,False,0,561574,1401348,0
25,2,605.691,False,0,592474,1240979,0
25,3,664.482,False,0,566484,1296965,0
