group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
16,9,0.0926873,True,0,0,,0.460689,0.000427,0.0773569,7.17e-05,0.000215779,2e-07
