group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
38,7,34.3513,True,65,133176,288398,21.4581,2.55589e-05,8.14117,9.69701e-06,0.852791,1.01577e-06,0,0
46,1,28.5242,True,59,107406,228465,22.3463,2.78997e-05,10.6885,1.33447e-05,1.16853,1.45893e-06,0,0
43,3,36.4846,True,57,131140,297886,21.5441,2.63869e-05,9.53201,1.16747e-05,0.800902,9.80932e-07,0,0
