group,exam,time,finished,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
8,9,0.54662,True,1191,3577,35.2392,5.38509e-05,16.0857,2.45814e-05,0.606527,9.26866e-07
38,7,33.1387,True,133163,288377,36.6601,4.21278e-05,15.9687,1.83503e-05,0.932866,1.072e-06
46,1,24.1753,True,92266,199104,30.9296,3.75548e-05,20.6561,2.50807e-05,1.17685,1.42894e-06
43,3,31.2802,True,123554,280783,35.9926,4.00971e-05,18.0628,2.01226e-05,0.877033,9.77045e-07
16,9,0.327897,True,1142,2371,28.1853,3.89788e-05,20.0031,2.76632e-05,1.00644,1.39186e-06
44,8,25.5898,True,98880,213671,32.4289,3.88377e-05,20.0961,2.40676e-05,1.21527,1.45544e-06
11,4,60.0408,False,219445,550789,32.6655,3.56082e-05,19.6454,2.14152e-05,1.21708,1.32673e-06
