group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.109753,True,4672,3,3,0.222682,8.14667e-05,0.0588594,2.15333e-05,0.00164004,6e-07,0,0
