group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.860037,True,44,1427,7622,21.3159,2.40521e-05,10.1432,1.14451e-05,1.2111,1.36656e-06,0,0
