group,exam,time,finished,makespan,expand number,generated number,depth
1,1,26.8216,True,43,20142,129998,33
1,2,120.487,True,47,126619,660516,33
1,3,39.2464,True,47,41026,189307,33
1,4,563.653,True,62,435726,2039429,33
1,5,233.959,True,39,233271,1218687,33
1,6,145.212,True,48,211242,897605,33
1,7,0.546251,True,60,453,2506,33
1,8,1.67645,True,53,1580,8746,33
1,9,55.7552,True,49,41885,262913,33
1,10,24.1968,True,45,22900,135266,33
2,1,13.1862,True,38,14129,69609,33
2,2,19.2468,True,51,23458,131082,33
2,3,0.235334,True,43,183,1046,33
2,4,18.8405,True,43,22821,120557,33
2,5,0.680077,True,51,577,2934,33
2,6,0.230531,True,47,196,967,33
2,7,0.446038,True,47,295,1911,33
2,8,163.19,True,54,150127,908074,33
2,9,10.0144,True,54,8636,46707,33
2,10,6.11352,True,43,4680,30132,33
3,1,0.0397505,True,72,39,132,33
3,2,8.79319,True,40,10681,53531,33
3,3,0.718687,True,57,558,2952,33
3,4,0.107616,True,98,85,366,33
3,5,39.5847,True,53,52963,265101,33
3,6,0.0887389,True,54,73,324,33
3,7,0.4347,True,48,323,2087,33
3,8,0.60048,True,54,374,2368,33
3,9,60.4238,True,65,79871,387489,33
3,10,19.5732,True,59,30845,149865,33
4,1,0.0760193,True,49,61,280,33
4,2,0.0771425,True,60,69,292,33
4,3,0.141936,True,47,123,625,33
4,4,0.222371,True,57,179,868,33
4,5,3.42605,True,59,2342,15238,33
4,6,0.0424503,True,45,39,136,33
4,7,0.130994,True,56,101,495,33
4,8,0.095388,True,55,74,348,33
4,9,2.90259,True,38,2185,13959,33
4,10,0.191403,True,48,228,876,33
5,1,265.152,True,53,159681,863900,33
5,2,641.609,False,0,280591,1401672,0
5,3,767.317,False,0,313358,1575853,0
5,4,600.002,False,0,226464,1482526,0
5,5,707.894,False,0,272718,1308867,0
5,6,600.002,False,0,192192,1334043,0
5,7,600.003,False,0,195236,1408504,0
5,8,648.908,False,0,212071,1262734,0
5,9,600.002,False,0,251084,1348823,0
5,10,625.969,False,0,245065,1224805,0
6,1,170.308,True,59,118577,614430,33
6,2,600.001,False,0,254723,1485638,0
6,3,12.4193,True,48,8471,45316,33
6,4,63.9907,True,42,43957,248577,33
6,5,726.016,False,0,387355,1597740,0
6,6,1.26711,True,37,599,4326,33
6,7,698.747,False,0,300519,1600171,0
6,8,39.9166,True,39,34210,186748,33
6,9,85.197,True,51,60543,329293,33
6,10,36.9308,True,61,21999,121055,33
7,1,0.167355,True,55,168,633,33
7,2,0.584587,True,42,362,2117,33
7,3,0.575608,True,42,369,2025,33
7,4,8.76032,True,44,7596,39197,33
7,5,25.8041,True,44,18721,95236,33
7,6,3.713,True,35,2286,15437,33
7,7,2.33777,True,50,2145,9845,33
7,8,6.01566,True,44,4067,24076,33
7,9,644.65,False,0,596900,1998658,0
7,10,689.569,False,0,437616,1894669,0
8,1,0.0710004,True,44,39,185,33
8,2,0.301827,True,51,224,1242,33
8,3,2.44815,True,53,1430,9931,33
8,4,0.170261,True,48,119,581,33
8,5,0.168326,True,58,127,574,33
8,6,0.237096,True,47,181,871,33
8,7,0.160625,True,41,105,573,33
8,8,1.0376,True,51,707,3756,33
8,9,0.182814,True,39,102,626,33
