group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.104566,True,44,163,830,20.6796,2.60529e-05,10.0268,1.26322e-05,0.986742,1.24313e-06,0,0
