group,exam,time,finished,makespan,expand number,generated number,depth
27,8,0.0753367,True,66,99,263,59
27,9,0.105737,True,55,185,388,54
27,10,0.0504394,True,62,65,217,57
28,1,0.463676,True,69,579,1215,58
28,2,0.0570163,True,57,60,190,58
28,3,974.825,False,0,1141888,2569421,0
28,4,0.0232676,True,49,59,171,53
28,5,0.0213621,True,73,61,169,61
28,6,30.2088,True,55,97853,234422,55
28,7,0.0183941,True,48,54,148,54
28,8,0.0224984,True,53,70,199,59
28,9,29.4476,True,62,107893,224807,57
28,10,0.0216888,True,59,74,191,57
29,1,1054.84,False,0,1144689,2540295,0
29,2,1145.03,False,0,1164496,2492558,0
29,3,1203.97,False,0,1138377,2509323,0
29,4,1239.73,False,0,1178651,2306453,0
29,5,1227.32,False,0,1163829,2524699,0
29,6,600.001,False,0,1109239,2356601,0
29,7,600,False,0,1175626,2398126,0
29,8,600,False,0,1099025,2505710,0
29,9,1127.87,False,0,1155623,2510259,0
29,10,600.001,False,0,1064547,2233717,0
30,1,600.001,False,0,1009437,2265503,0
30,2,600.002,False,0,958905,2229772,0
30,3,600.003,False,0,978632,2118027,0
30,4,600.001,False,0,984442,2069201,0
30,5,600.003,False,0,976948,2217610,0
30,6,600.007,False,0,1022999,2187215,0
30,7,600.001,False,0,946912,2202230,0
30,8,600.001,False,0,967767,2269052,0
30,9,600.003,False,0,960578,2225550,0
30,10,600.004,False,0,1009833,2475957,0
31,1,0.0392587,True,43,106,296,54
31,2,0.0279751,True,63,65,233,58
31,3,0.0987767,True,58,327,763,53
31,4,0.0217294,True,50,66,168,56
31,5,600,False,0,658267,1342661,0
31,6,0.0224893,True,53,62,184,55
31,7,0.0242238,True,61,78,184,57
31,8,524.599,True,58,697752,1673100,56
31,9,600.003,False,0,931174,2044967,0
31,10,600.004,False,0,906915,2226290,0
32,1,0.0283178,True,61,78,230,53
32,2,0.0253263,True,60,73,223,54
32,3,0.0545508,True,57,146,397,56
32,4,34.4444,True,68,90924,224892,56
32,5,0.053299,True,54,180,437,55
32,6,0.0179596,True,44,54,130,53
32,7,0.024463,True,35,68,169,55
32,8,0.022434,True,54,59,152,59
32,9,0.0323051,True,65,66,202,58
32,10,0.0226597,True,51,62,167,57
33,1,611.083,False,0,595866,1307653,0
33,2,620.502,False,0,594309,1329830,0
33,3,641.429,False,0,563723,1446328,0
33,4,611.171,False,0,603548,1279791,0
33,5,618.499,False,0,592962,1438570,0
33,6,10.822,True,59,40320,77913,56
33,7,0.137302,True,58,515,1047,53
33,8,604.96,False,0,613235,1275643,0
33,9,642.684,False,0,614235,1298349,0
33,10,1.69227,True,53,5000,10551,56
34,1,693.081,False,0,590318,1333487,0
34,2,1.79756,True,44,5401,10498,59
34,3,602.128,False,0,624565,1264670,0
34,4,0.0254278,True,67,81,175,59
34,5,722.248,False,0,651141,1150359,0
34,6,688.307,False,0,597370,1350096,0
34,7,747.98,False,0,661965,1146787,0
34,8,684.969,False,0,614046,1320187,0
