group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.111039,True,4672,3,3,0.144183,5.33667e-05,0.106179,3.93e-05,0.00126082,4.66667e-07,0,0
