group,exam,time,finished,makespan,expand number,generated number,depth
2,3,11.7024,True,43,27478,67990,57
2,7,0.261486,True,47,313,710,53
3,7,0.0574587,True,48,53,218,53
3,8,0.0590192,True,54,69,207,55
4,1,0.054792,True,49,54,163,54
4,2,0.371971,True,60,615,1260,55
4,4,0.0499585,True,57,60,137,60
4,5,0.583638,True,59,1058,2295,57
4,6,0.0431943,True,45,70,165,55
12,1,0.0556761,True,47,74,183,55
12,2,0.0654012,True,46,91,234,52
12,3,1.04054,True,37,1727,4050,52
12,4,0.0601921,True,63,65,187,57
12,5,0.0405252,True,47,54,189,54
18,2,5.62885,True,55,11084,22523,53
19,9,0.872342,True,38,1916,5251,51
20,1,0.0349633,True,57,56,176,56
20,2,0.0506409,True,70,113,257,59
20,3,0.247666,True,49,389,923,55
20,4,0.122462,True,43,201,435,55
28,7,0.0451765,True,48,54,148,54
28,8,0.0634257,True,53,70,199,59
