group,exam,time,finished,makespan,expand number,generated number,depth
1,7,332.062,True,60,1130401,2350769,58
2,3,6.54042,True,43,27478,67990,57
2,5,2.67031,True,51,12456,29494,53
2,7,0.0755459,True,47,313,710,53
3,1,0.0229193,True,72,58,191,56
3,3,0.178503,True,57,707,1859,56
3,4,0.0765191,True,98,294,955,58
3,6,0.0198146,True,54,56,201,53
3,7,0.0266193,True,48,53,218,53
3,8,0.0246857,True,54,69,207,55
4,1,0.0177099,True,49,54,163,54
4,2,0.143136,True,60,615,1260,55
4,4,0.0174798,True,57,60,137,60
4,5,0.233347,True,59,1058,2295,57
4,6,0.0181836,True,45,70,165,55
4,7,100.285,True,56,418778,892108,56
4,8,0.0190212,True,55,56,188,56
4,10,4.757,True,48,21063,44094,59
6,6,2.37678,True,37,10091,29592,53
7,1,3.64022,True,55,17780,37866,58
7,2,0.374978,True,42,1604,3733,54
7,3,4.91725,True,42,21885,45263,54
8,1,0.0168107,True,44,52,152,52
8,2,0.019626,True,51,57,192,55
8,3,0.0236319,True,53,55,218,55
8,4,0.0224568,True,48,55,232,55
8,5,0.0215443,True,58,61,197,55
8,6,0.0213915,True,47,70,216,51
8,7,0.0188153,True,41,56,157,54
8,8,2.07645,True,51,8599,21169,55
8,9,0.312316,True,39,1178,3525,52
8,10,0.0202402,True,67,57,192,56
11,1,58.8693,True,54,265481,571832,54
11,3,0.0234215,True,81,72,244,57
11,6,52.9198,True,44,223617,540582,55
11,7,1064.25,False,0,1153049,2706728,0
11,10,57.545,True,38,167931,317630,54
12,1,0.0215454,True,47,74,183,55
12,2,0.0241936,True,46,91,234,52
12,3,0.410804,True,37,1727,4050,52
12,4,0.0201703,True,63,65,187,57
12,5,0.0223658,True,47,54,189,54
12,6,7.52284,True,53,35067,73527,56
12,7,0.0327738,True,55,84,291,55
12,8,0.0198432,True,35,49,164,49
12,9,0.0233648,True,52,79,193,56
12,10,0.0336754,True,57,87,295,58
14,2,1150.79,False,0,1129920,2525253,0
14,6,72.1784,True,35,251051,605106,52
14,7,1130.42,False,0,1125357,2586612,0
15,1,1309.98,False,0,1120722,2749192,0
15,3,0.0394933,True,48,106,299,54
15,5,1416.2,False,0,1186801,2505956,0
15,6,3.52483,True,67,15256,33676,60
15,8,1450.07,False,0,1196361,2395315,0
15,9,0.0245506,True,54,87,240,56
16,1,584.472,True,51,1059141,2689424,55
16,3,0.0184746,True,36,51,151,51
16,4,0.0201455,True,47,58,184,58
16,5,0.021502,True,51,58,203,58
16,6,0.0226053,True,51,64,227,57
16,8,0.0210061,True,44,62,204,54
16,9,0.223589,True,44,994,2109,56
17,4,600.032,False,0,998481,2350356,0
17,10,32.6852,True,66,129674,271334,57
18,7,600.006,False,0,1048340,2015360,0
19,2,0.0201514,True,58,54,172,54
19,4,0.912733,True,39,4179,7865,53
19,6,600.005,False,0,1104305,2203972,0
19,7,600.002,False,0,844693,1391948,0
19,8,11.6452,True,55,41181,98921,58
19,9,0.485183,True,38,1916,5251,51
20,1,0.0205336,True,57,56,176,56
20,2,0.0308724,True,70,113,257,59
20,3,0.102469,True,49,389,923,55
20,4,0.0480681,True,43,201,435,55
20,5,0.104952,True,61,423,1143,55
20,6,0.023822,True,51,76,208,54
20,7,0.0186614,True,42,66,163,54
20,8,0.0188489,True,51,56,146,56
20,9,0.0200365,True,41,56,176,56
20,10,0.0176206,True,37,50,130,50
22,1,17.8969,True,42,70582,156979,54
22,8,600.005,False,0,1059398,2368551,0
23,1,0.0741067,True,63,239,670,58
23,2,0.0870878,True,53,316,759,55
23,5,600.011,False,0,1158453,2367669,0
23,6,609.211,False,0,638737,1297070,0
23,8,580.708,True,48,964961,2063683,56
24,1,0.0446656,True,53,141,335,58
24,2,600.008,False,0,964322,2101675,0
24,3,13.9333,True,69,57288,119659,56
24,6,0.491936,True,56,1842,3737,58
24,8,0.0199794,True,38,54,142,54
24,9,0.0157556,True,43,56,122,56
24,10,0.0293425,True,53,107,235,57
26,2,0.205699,True,40,632,1726,50
26,3,40.1766,True,58,133909,294814,55
26,5,600.002,False,0,1078793,2511230,0
26,6,184.424,True,53,414805,882942,57
26,8,600.002,False,0,1139158,2429065,0
27,1,0.248443,True,43,1020,2113,54
27,2,0.0293244,True,58,90,237,58
27,3,0.0256807,True,60,65,193,54
27,4,0.621878,True,64,2312,5173,56
27,5,0.178785,True,49,740,1669,56
27,6,0.0482788,True,59,189,519,57
27,8,0.0285561,True,66,99,263,59
27,9,0.0463508,True,55,185,388,54
27,10,0.0235489,True,62,65,217,57
28,1,0.162036,True,69,579,1215,58
28,2,0.021705,True,57,60,190,58
28,3,600.001,False,0,958044,2153659,0
28,4,0.0208781,True,49,59,171,53
28,5,0.0200622,True,73,61,169,61
28,6,33.4567,True,55,97853,234422,55
28,7,0.0184406,True,48,54,148,54
28,8,0.022676,True,53,70,199,59
28,9,31.5291,True,62,107893,224807,57
31,2,0.0246417,True,63,65,233,58
31,3,0.0894967,True,58,327,763,53
31,4,0.0207385,True,50,66,168,56
31,5,600.001,False,0,1011350,2001291,0
31,7,0.0219554,True,61,78,184,57
31,8,553.763,True,58,697752,1673100,56
32,1,0.0249675,True,61,78,230,53
32,2,0.0263712,True,60,73,223,54
32,3,0.0455263,True,57,146,397,56
32,4,30.4622,True,68,90924,224892,56
32,5,0.0473314,True,54,180,437,55
32,6,0.0180848,True,44,54,130,53
32,7,0.0207263,True,35,68,169,55
32,8,0.0191583,True,54,59,152,59
32,9,0.0244421,True,65,66,202,58
32,10,0.0199384,True,51,62,167,57
33,1,635.676,False,0,595866,1307653,0
33,2,643.982,False,0,594309,1329830,0
33,9,642.859,False,0,614235,1298349,0
