group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.872765,True,44,1417,7585,21.7314,2.50052e-05,11.0828,1.27524e-05,1.09661,1.26181e-06,0,0
