group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),compareTime%,compareTime(ave)
16,9,0.428937,True,44,1142,2371,25.6579,4.64178e-05,17.7891,3.21823e-05,0.968626,1.75234e-06
