group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
1,1,777.648,False,0,1264949,3053794,3.48138,8.86531e-06,2.20594,5.61741e-06,0.305832,7.788e-07,3.76342,9.58354e-06
1,2,920.013,False,0,1291464,2928329,3.18868,1.00181e-05,1.91976,6.03144e-06,0.336731,1.05793e-06,6.22994,1.9573e-05
1,3,1137.43,False,0,1298095,2635857,2.32575,1.00361e-05,1.39123,6.00347e-06,0.269353,1.16232e-06,7.38186,3.18543e-05
1,4,1067.18,False,0,1210918,3255741,3.02778,9.92461e-06,1.89902,6.22471e-06,0.323464,1.06027e-06,9.9475,3.26064e-05
1,5,1088.26,False,0,1270026,3047688,2.79323,9.97403e-06,1.57072,5.60869e-06,0.306913,1.09592e-06,12.0613,4.30683e-05
1,6,903.989,False,0,1296384,2776432,2.87548,9.36239e-06,1.67737,5.46141e-06,0.281319,9.15959e-07,17.7065,5.76513e-05
1,7,382.911,True,60,668752,1370901,3.71285,1.03705e-05,2.01812,5.63686e-06,0.470101,1.31305e-06,44.6259,0.000124646
1,8,1344.99,False,0,1334486,3182530,2.41598,1.02104e-05,1.29175,5.45915e-06,0.286793,1.21204e-06,14.2204,6.00978e-05
1,9,1050.26,False,0,1247126,2617707,2.36184,9.476e-06,1.46358,5.87206e-06,0.239183,9.59633e-07,21.2344,8.5195e-05
1,10,1213.47,False,0,1247478,3082909,2.45955,9.68107e-06,1.55269,6.11157e-06,0.264348,1.0405e-06,20.4731,8.05846e-05
2,1,968.514,False,0,1285088,2561510,2.32194,8.77932e-06,1.55907,5.89488e-06,0.20011,7.5662e-07,29.6078,0.000111948
2,2,600.004,False,0,1385361,2712364,4.56648,1.01015e-05,2.47823,5.48211e-06,0.536423,1.18662e-06,52.2296,0.000115538
2,3,7.85021,True,43,34661,83093,10.6389,1.00511e-05,5.96262,5.63318e-06,1.24796,1.17901e-06,3998.29,0.00377738
2,4,600.003,False,0,1304515,2158617,3.91273,1.08757e-05,1.85842,5.16562e-06,0.527997,1.46761e-06,55.2711,0.00015363
2,5,3.28949,True,51,14909,34936,9.36422,8.81714e-06,5.91786,5.57212e-06,0.912234,8.58939e-07,10090.7,0.00950118
2,6,600.003,False,0,1218377,2419920,4.19525,1.04018e-05,2.05571,5.097e-06,0.5465,1.35501e-06,58.8004,0.000145792
2,7,0.090905,True,47,407,894,9.15384,9.30794e-06,5.88262,5.98166e-06,0.914581,9.29978e-07,388110,0.394644
2,8,600.002,False,0,1163209,3320681,5.14126,9.28957e-06,3.1936,5.77041e-06,0.490334,8.85966e-07,62.9886,0.000113812
2,9,1037.52,False,0,1218650,2799401,2.39512,8.87686e-06,1.55542,5.76472e-06,0.213469,7.91164e-07,39.5213,0.000146475
2,10,600.001,False,0,1074767,2804883,4.37275,9.35389e-06,2.66745,5.70602e-06,0.437866,9.36653e-07,72.1326,0.000154301
3,1,0.0231779,True,72,65,214,8.47747,9.18178e-06,5.02289,5.44019e-06,0.94918,1.02804e-06,1.86728e+06,2.02242
3,2,600.002,False,0,1185233,2598024,4.29088,9.90959e-06,2.27588,5.25604e-06,0.486643,1.12388e-06,75.7084,0.000174845
3,3,0.352886,True,57,1351,3163,8.5644,9.55504e-06,5.0911,5.67999e-06,0.905306,1.01002e-06,128732,0.143623
3,4,0.0970053,True,98,315,1001,9.11084,8.82917e-06,5.91504,5.73217e-06,0.748928,7.25774e-07,468310,0.453832
3,5,1126.24,False,0,1169255,2985587,2.27662,8.58801e-06,1.50914,5.69289e-06,0.181974,6.86455e-07,43.156,0.000162796
3,6,0.0269738,True,54,66,235,11.576,1.32872e-05,4.98966,5.72723e-06,0.87826,1.00809e-06,1.80191e+06,2.06827
3,7,0.0380835,True,48,63,263,6.58527,9.53574e-06,4.15298,6.01369e-06,0.772513,1.11863e-06,1.27626e+06,1.84807
3,8,0.0233801,True,54,79,231,9.16848,9.27965e-06,5.8152,5.88571e-06,0.956797,9.68398e-07,2.07888e+06,2.10409
3,9,600.003,False,0,1083666,2632571,4.06278,9.25969e-06,2.42651,5.53038e-06,0.41332,9.42019e-07,85.1572,0.000194086
3,10,600,False,0,1057419,1716180,3.12942,1.09409e-05,1.43374,5.01254e-06,0.462571,1.61721e-06,86.5141,0.000302465
4,1,0.0212269,True,49,63,192,8.22117,9.08906e-06,4.86364,5.37708e-06,0.996377,1.10156e-06,2.44542e+06,2.70357
4,2,0.204083,True,60,778,1569,8.59144,1.11751e-05,4.31289,5.60988e-06,1.14757,1.49267e-06,254353,0.330843
4,3,600.005,False,0,1021562,2273344,3.81063,1.00574e-05,2.1741,5.73813e-06,0.452634,1.19464e-06,89.4127,0.000235987
4,4,0.0192681,True,57,63,147,8.27534,1.08469e-05,4.36058,5.71565e-06,0.754615,9.89116e-07,2.7843e+06,3.64953
4,5,0.363449,True,59,1293,2754,7.77767,1.02643e-05,4.40463,5.81285e-06,0.912479,1.20421e-06,147614,0.194809
4,6,0.0191316,True,45,78,180,9.06093,9.63056e-06,5.31059,5.64444e-06,0.919421,9.77222e-07,2.80429e+06,2.98058
4,7,215.002,True,56,480838,1026850,4.45472,9.32727e-06,2.67868,5.60861e-06,0.461986,9.67305e-07,254.063,0.000531955
4,8,0.0221543,True,55,63,210,9.44557,9.96476e-06,5.13805,5.42048e-06,1.04314,1.10048e-06,2.46561e+06,2.60114
4,9,600,False,0,1104366,2072557,3.61547,1.04667e-05,1.89245,5.47859e-06,0.485101,1.40436e-06,93.5038,0.000270691
4,10,1.62557,True,48,6708,14981,8.6618,9.39883e-06,5.23294,5.67821e-06,0.988605,1.07273e-06,34519.8,0.0374571
5,1,1175.13,False,0,1230748,2515009,1.93051,9.02022e-06,1.33926,6.25761e-06,0.178612,8.34555e-07,50.8565,0.000237624
5,2,600.001,False,0,1153488,2335821,3.50548,9.00451e-06,2.50291,6.4292e-06,0.32072,8.23832e-07,104.601,0.000268689
5,3,600.002,False,0,1075226,2402682,3.61345,9.02358e-06,2.62572,6.557e-06,0.316968,7.91538e-07,109.387,0.000273163
5,4,600.004,False,0,1047502,2317012,3.55077,9.19491e-06,2.55143,6.60708e-06,0.340201,8.8097e-07,113.829,0.000294767
5,5,600.004,False,0,989467,2061220,3.37102,9.81276e-06,2.23155,6.49586e-06,0.378361,1.10138e-06,116.939,0.000340399
5,6,1034.55,False,0,1190758,2802126,2.29174,8.46113e-06,1.73955,6.42242e-06,0.171261,6.32298e-07,71.1343,0.000262628
5,7,600,False,0,1053446,2628274,3.8177,8.7153e-06,2.82143,6.44095e-06,0.311706,7.11583e-07,127.165,0.0002903
5,8,600,False,0,1002735,2053406,3.21041,9.38073e-06,2.10482,6.15023e-06,0.331354,9.68208e-07,130.912,0.000382523
5,9,600.002,False,0,1091186,2397000,3.54522,8.87416e-06,2.66293,6.66567e-06,0.310335,7.76811e-07,135.646,0.00033954
5,10,600.003,False,0,1044999,2367403,3.50692,8.88805e-06,2.6343,6.67647e-06,0.322511,8.17384e-07,139.789,0.000354286
6,1,600.001,False,0,495785,1103597,2.64223,1.43652e-05,1.70581,9.2741e-06,0.273931,1.4893e-06,142.496,0.00077472
6,2,600.001,False,0,453791,1121058,3.03436,1.62402e-05,1.95001,1.04366e-05,0.298084,1.59537e-06,145.339,0.000777868
6,3,609.69,False,0,299475,749107,1.9749,1.60735e-05,1.2127,9.87007e-06,0.192,1.56267e-06,145.029,0.00118037
6,4,802.236,False,0,289343,724349,1.68354,1.86456e-05,1.08712,1.20401e-05,0.171389,1.89818e-06,111.83,0.00123855
6,5,1000.2,False,0,319680,636343,1.37043,2.15403e-05,0.728119,1.14445e-05,0.176632,2.77628e-06,90.8397,0.00142781
6,6,9.69296,True,37,12256,34408,6.19339,1.74472e-05,3.9462,1.11167e-05,0.417946,1.17738e-06,9379.48,0.0264226
6,7,932.229,False,0,306505,715742,1.56523,2.03865e-05,0.873403,1.13758e-05,0.177597,2.31314e-06,98.7951,0.00128677
6,8,972.141,False,0,294264,815466,1.77698,2.1184e-05,1.19148,1.4204e-05,0.176352,2.10235e-06,96.2759,0.00114773
6,9,829.163,False,0,300512,843196,2.43222,2.39174e-05,1.58874,1.5623e-05,0.2092,2.05718e-06,115.18,0.00113263
6,10,832.103,False,0,312992,788787,1.93196,2.03806e-05,1.27234,1.34221e-05,0.189213,1.99603e-06,116.671,0.00123077
7,1,21.2499,True,55,27844,54422,5.9209,2.31191e-05,3.268,1.27604e-05,0.636007,2.48338e-06,4573.63,0.0178584
7,2,11.0119,True,42,16204,33777,7.01999,2.28865e-05,3.92394,1.27928e-05,0.808428,2.63563e-06,8831.04,0.0287909
7,3,19.1198,True,42,25773,52359,5.81329,2.12283e-05,3.4222,1.24968e-05,0.720405,2.63069e-06,5090.13,0.0185875
7,4,903.687,False,0,335143,775179,1.76581,2.05855e-05,1.0742,1.25228e-05,0.177469,2.06889e-06,109.579,0.00127745
7,5,860.287,False,0,318396,670422,1.48452,1.90495e-05,0.837127,1.0742e-05,0.158918,2.03924e-06,116.905,0.00150013
7,6,1114.49,False,0,325361,666854,1.40904,2.35488e-05,0.733047,1.22512e-05,0.161928,2.70626e-06,91.5131,0.00152943
7,7,895.652,False,0,308858,740627,1.73216,2.09473e-05,1.05622,1.2773e-05,0.168345,2.03583e-06,115.628,0.00139831
7,8,997.746,False,0,620182,1612294,1.92618,1.19199e-05,1.36829,8.46746e-06,0.182272,1.12796e-06,105.589,0.000653423
7,9,600,False,0,715781,1613518,2.65078,9.85713e-06,1.66327,6.185e-06,0.2912,1.08285e-06,178.039,0.000662051
7,10,609.995,False,0,689459,1475728,2.49961,1.03322e-05,1.42544,5.89208e-06,0.285723,1.18104e-06,177.159,0.000732289
8,1,0.0246009,True,44,63,185,8.56269,1.13865e-05,4.87218,6.47892e-06,1.26703,1.68486e-06,4.39277e+06,5.8414
8,2,0.0230614,True,51,65,221,9.15513,9.55339e-06,6.30404,6.57828e-06,0.908011,9.47511e-07,4.68602e+06,4.88987
8,3,0.0281591,True,53,63,237,8.55638,1.01662e-05,6.17704,7.33924e-06,0.868636,1.03207e-06,3.8377e+06,4.55976
8,4,0.0365423,True,48,63,259,7.7595,1.09479e-05,5.48871,7.74402e-06,0.775813,1.09459e-06,2.95729e+06,4.17244
8,5,0.0231757,True,58,69,223,9.20102,9.56233e-06,6.76053,7.02601e-06,0.941072,9.78027e-07,4.66292e+06,4.84603
8,6,0.036157,True,47,94,286,8.12429,1.0271e-05,5.42302,6.85594e-06,0.811738,1.02622e-06,2.98882e+06,3.77855
8,7,0.0205312,True,41,65,189,8.80173,9.56138e-06,6.03131,6.55185e-06,0.952209,1.03439e-06,5.26354e+06,5.71782
8,8,3.13617,True,51,10665,25917,8.63523,1.04493e-05,5.03321,6.09059e-06,1.05035,1.271e-06,34462.9,0.0417029
8,9,0.388968,True,39,1189,3575,8.05223,8.76101e-06,6.34849,6.9073e-06,0.500632,5.44699e-07,277875,0.302334
8,10,0.0323239,True,67,64,219,8.53641,1.25995e-05,5.76261,8.50548e-06,0.979152,1.44521e-06,3.3438e+06,4.93537
9,1,600.001,False,0,1052760,2421395,3.57192,8.85091e-06,2.76559,6.8529e-06,0.289224,7.16672e-07,184.852,0.000458048
9,2,600.005,False,0,1112878,2412892,3.56147,8.85617e-06,2.52593,6.28113e-06,0.302875,7.53149e-07,190.153,0.000472846
9,3,600.013,False,0,1068652,2142935,3.27959,9.18273e-06,2.61562,7.32363e-06,0.306948,8.59443e-07,195.224,0.00054662
9,4,600,False,0,1027179,2309303,3.50257,9.10032e-06,2.54736,6.61852e-06,0.322622,8.38233e-07,199.212,0.000517591
9,5,600,False,0,724579,1622352,2.61019,9.65335e-06,1.93373,7.15157e-06,0.247558,9.15553e-07,202.009,0.000747098
9,6,931.453,False,0,569873,1384879,1.85159,1.24536e-05,1.49155,1.0032e-05,0.148064,9.95863e-07,132.559,0.000891574
9,7,908.706,False,0,596782,1281251,1.70263,1.20756e-05,1.33732,9.48469e-06,0.143721,1.01932e-06,138.693,0.000983658
9,8,600.001,False,0,1017323,2336856,3.54969,9.11401e-06,2.9291,7.52062e-06,0.297064,7.62727e-07,214.718,0.0005513
9,9,600.001,False,0,1056453,2325380,3.41868,8.82097e-06,2.60724,6.72726e-06,0.282817,7.29732e-07,219.616,0.00056666
9,10,600,False,0,978548,2199032,3.35042,9.14153e-06,2.6897,7.33877e-06,0.314192,8.57263e-07,223.244,0.000609114
10,1,600,False,0,775925,2306896,3.64738,9.48645e-06,2.64293,6.87398e-06,0.341521,8.88261e-07,225.766,0.000587195
10,2,1033.5,False,0,629776,1283913,1.61433,1.29948e-05,1.14529,9.2192e-06,0.153802,1.23805e-06,133.244,0.00107256
10,3,1089.87,False,0,587890,1375328,1.61012,1.27593e-05,1.05209,8.33719e-06,0.171294,1.35741e-06,127.816,0.00101287
10,4,617.126,False,0,603788,1361176,2.34329,1.06239e-05,1.47068,6.66771e-06,0.262213,1.18881e-06,227.58,0.0010318
10,5,600,False,0,916670,2111873,3.25557,9.24934e-06,2.438,6.92655e-06,0.32023,9.098e-07,237.642,0.00067516
10,6,600.001,False,0,989010,2277099,3.38639,8.92292e-06,2.51082,6.61584e-06,0.303376,7.99376e-07,241.91,0.000637417
10,7,600,False,0,885438,2163989,3.38067,9.37344e-06,2.33731,6.48056e-06,0.338349,9.38125e-07,245.124,0.000679645
10,8,600,False,0,669463,1787374,2.80243,9.40742e-06,1.99153,6.68534e-06,0.276977,9.29778e-07,247.351,0.000830327
10,9,600,False,0,724216,1601282,2.65061,9.93184e-06,1.88966,7.08055e-06,0.292823,1.09721e-06,249.866,0.000936246
10,10,600,False,0,855730,2435996,3.6667,9.0313e-06,2.90193,7.14763e-06,0.309703,7.62816e-07,253.236,0.000623735
