group,exam,time,finished,makespan,expand number,generated number,depth
1,1,1253.14,False,0,1073849,3549954,0
1,2,600.011,False,0,740586,2469469,0
1,3,600.008,False,0,891771,2179148,0
1,4,1082.18,False,0,1126293,2952714,0
1,5,1310.71,False,0,1111066,2899898,0
1,6,600.007,False,0,999739,2580104,0
1,7,0.0605978,True,60,170,454,57
1,8,600.002,False,0,1101364,2196822,0
1,9,1194.61,False,0,1088117,3099640,0
1,10,600.015,False,0,998346,2413526,0
2,1,1250.7,False,0,1154640,2894432,0
2,2,600.003,False,0,1109080,2040492,0
2,3,8.95008,True,43,27634,74286,58
2,4,0.190442,True,43,590,1266,54
2,5,0.496614,True,51,1384,3864,53
2,6,600.004,False,0,987468,2600778,0
2,7,0.0272655,True,47,63,194,54
2,8,600.001,False,0,889512,3248821,0
2,9,1304.63,False,0,1101397,3080962,0
2,10,600.005,False,0,942625,2724170,0
3,1,0.0240779,True,72,58,191,56
3,2,0.0226946,True,40,54,179,54
3,3,0.0485067,True,57,104,352,56
3,4,0.0629265,True,98,153,491,58
3,5,600.007,False,0,1023628,2660678,0
3,6,0.0262172,True,54,53,198,53
3,7,0.0434549,True,48,53,218,53
3,8,0.0461526,True,54,69,207,55
3,9,600,False,0,926835,2538491,0
3,10,600.004,False,0,1102341,2224095,0
4,1,0.0244498,True,49,54,163,54
4,2,0.145154,True,60,401,950,55
4,3,0.36869,True,47,892,2854,54
4,4,0.0228413,True,57,60,137,60
4,5,0.525058,True,59,1378,3201,57
4,6,0.0231848,True,45,61,150,55
4,7,22.2688,True,56,53541,146046,57
4,8,0.0264468,True,55,56,188,56
4,9,600,False,0,629371,1460853,0
4,10,19.1877,True,48,46654,128908,59
5,1,600,False,0,753799,1891332,0
5,2,600,False,0,641911,1533475,0
5,3,600,False,0,661657,1828859,0
5,4,600.001,False,0,730760,2044791,0
5,5,600,False,0,1004799,2208393,0
5,6,600.005,False,0,899050,2535971,0
5,7,600.001,False,0,982248,2589713,0
5,8,600.001,False,0,886134,2042746,0
5,9,600.002,False,0,914647,2492056,0
5,10,600.002,False,0,987458,2324826,0
6,1,600,False,0,888138,2340956,0
6,2,600.003,False,0,858761,2431675,0
6,3,600.025,False,0,885122,2346548,0
6,4,600.02,False,0,764523,2089940,0
6,5,600.017,False,0,602925,1323185,0
6,6,3.80308,True,37,8818,25595,55
6,7,600.013,False,0,556298,1676843,0
6,8,600.01,False,0,700868,2426993,0
6,9,600.007,False,0,671541,2188804,0
6,10,646.542,False,0,549171,1460971,0
