group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)<<HcostTime%,HcostTime(ave)
16,9,0.116928,True,44,105,249,10.8431,5.09181e-05,3.20651,1.50574e-05,0.306172,1.43775e-06,0,0
