group,exam,time,finished,makespan,expand number,generated number,depth
16,9,0.798526,True,44,831,1872,56
2,3,23.8054,True,43,27634,74286,58
2,7,0.0908145,True,47,63,194,54
3,7,0.077175,True,48,53,218,53
3,8,0.0820668,True,54,69,207,55
4,1,0.0776368,True,49,54,163,54
4,2,0.371371,True,60,401,950,55
4,4,0.044757,True,57,60,137,60
4,5,1.28072,True,59,1378,3201,57
4,6,0.0644144,True,45,61,150,55
12,1,0.0842715,True,47,74,183,55
12,2,0.0894781,True,46,98,263,54
12,3,1.2689,True,37,1268,3131,52
12,4,0.105942,True,63,62,183,57
12,5,0.0946146,True,47,54,189,54
19,9,1.06798,True,38,1006,3232,51
20,1,0.08375,True,57,56,176,56
20,2,0.108993,True,70,91,231,59
20,3,0.243787,True,49,217,637,55
20,4,0.0891115,True,43,69,205,55
28,7,0.0813006,True,48,54,148,54
28,8,0.120349,True,53,70,199,59
