group,exam,time,finished,makespan,expand number,generated number,depth
1,1,17.666,True,43,22522,146507,33
1,2,80.2483,True,47,131314,686470,33
1,3,29.7139,True,47,53171,245429,33
1,4,600.002,False,0,414329,2197729,0
1,5,583.04,True,39,478358,2411890,33
1,6,94.1739,True,48,169837,728457,33
1,7,0.299882,True,60,453,2506,33
1,8,1.02303,True,53,1580,8746,33
1,9,38.5528,True,49,45925,292224,33
1,10,28.0563,True,45,46126,260266,33
2,1,9.57538,True,38,16399,83340,33
2,2,32.5964,True,51,60777,334109,33
2,3,0.133017,True,43,183,1046,33
2,4,12.6728,True,43,22367,119455,33
2,5,0.397164,True,51,577,2934,33
2,6,0.118876,True,47,196,967,33
2,7,0.253078,True,47,295,1911,33
2,8,127.872,True,54,168092,1021568,33
2,9,6.98168,True,54,9732,52716,33
2,10,3.68578,True,43,4680,30132,33
3,1,0.0178533,True,72,39,132,33
3,2,6.1777,True,40,11359,57947,33
3,3,0.337931,True,57,558,2952,33
3,4,0.064158,True,98,117,486,33
3,5,28.8555,True,53,55266,275801,33
3,6,0.0441347,True,54,73,324,33
3,7,0.259941,True,48,323,2087,33
3,8,0.295873,True,54,374,2368,33
3,9,46.2634,True,65,84114,412312,33
3,10,17.7601,True,59,39723,186164,33
4,1,0.0363933,True,49,61,280,33
4,2,0.0374511,True,60,69,292,33
4,3,0.0797102,True,47,133,669,33
4,4,0.118477,True,57,181,877,33
4,5,1.90656,True,59,2342,15238,33
4,6,0.021274,True,45,39,136,33
4,7,0.0643419,True,56,101,495,33
4,8,0.054899,True,55,74,348,33
4,9,1.75704,True,38,2185,13959,33
4,10,0.108527,True,48,231,888,33
5,1,600.012,False,0,474087,2402388,0
5,2,600.006,False,0,456798,2434735,0
5,3,600.003,False,0,491729,2792610,0
5,4,600.001,False,0,375573,2490365,0
5,5,600.041,False,0,412358,2140749,0
5,6,600.012,False,0,388941,2405352,0
5,7,600.002,False,0,331647,2348938,0
5,8,600.003,False,0,412610,2410211,0
5,9,600.005,False,0,451168,2324317,0
5,10,600.004,False,0,462893,2263224,0
6,1,110.684,True,59,135742,704300,33
6,2,432.534,True,51,267551,1558718,33
6,3,15.5112,True,48,21836,111408,33
6,4,37.3437,True,42,43957,248577,33
6,5,600.985,False,0,389901,1601941,0
6,6,0.637294,True,37,599,4326,33
6,7,614.174,False,0,300544,1600773,0
6,8,24.0061,True,39,34210,186748,33
6,9,46.1173,True,51,60967,331807,33
6,10,16.8918,True,61,21999,121055,33
7,1,0.0788714,True,55,168,633,33
7,2,0.296354,True,42,360,2097,33
7,3,0.254398,True,42,328,1847,33
7,4,4.91967,True,44,7596,39197,33
7,5,14.1998,True,44,18721,95236,33
7,6,2.04715,True,35,2286,15437,33
7,7,1.24572,True,50,2145,9845,33
7,8,7.28153,True,44,9322,53369,33
7,9,635.077,False,0,501494,1844093,0
7,10,639.5,False,0,449495,1978909,0
8,1,0.0298704,True,44,39,185,33
8,2,0.158691,True,51,224,1242,33
8,3,1.2835,True,53,1430,9931,33
8,4,0.0749456,True,48,119,581,33
8,5,0.0753476,True,58,127,574,33
8,6,0.120564,True,47,181,871,33
8,7,0.0778946,True,41,105,573,33
8,8,0.535577,True,51,707,3756,33
8,9,0.083538,True,39,102,626,33
8,10,0.112612,True,67,143,744,33
9,1,600.003,False,0,299800,1956733,0
9,2,600.006,False,0,424980,2319632,0
9,3,600.004,False,0,345122,2007431,0
9,4,600.008,False,0,315575,2118645,0
9,5,600.003,False,0,433174,2302452,0
9,6,600.005,False,0,348176,2104638,0
9,7,600.008,False,0,316378,2032233,0
9,8,600.003,False,0,409285,2346534,0
9,9,600.002,False,0,389786,2236463,0
9,10,600.003,False,0,320403,2116131,0
10,1,600.002,False,0,279094,1669124,0
10,2,600.003,False,0,322376,1249694,0
10,3,655.899,False,0,264902,1255256,0
10,4,600.003,False,0,387850,1759619,0
10,5,608.892,False,0,232543,1226231,0
10,6,600.003,False,0,257200,1353160,0
10,7,35.8451,True,49,37044,203449,33
10,8,600.002,False,0,338792,1946861,0
10,9,0.11927,True,49,155,801,33
10,10,600.014,False,0,287806,1806355,0
11,1,2.58421,True,54,3947,17518,33
11,2,0.08105,True,56,146,556,33
11,3,15.4645,True,81,20206,92244,33
11,4,600.002,False,0,315039,1462189,0
11,5,35.7409,True,49,34033,218244,33
11,6,1.86477,True,44,1707,11168,33
11,7,106.797,True,36,80516,454995,33
11,8,0.887181,True,62,1701,6172,33
11,9,0.0525428,True,67,81,344,33
11,10,0.129712,True,38,170,831,33
12,1,0.0291562,True,47,40,167,33
12,2,0.0400429,True,46,55,269,33
12,3,0.135874,True,37,179,916,33
12,4,0.0713696,True,63,92,480,33
12,5,1.20774,True,47,1211,8262,33
12,6,1.57597,True,53,2295,9923,33
12,7,1.51752,True,55,2401,11476,33
12,8,1.07725,True,35,838,6460,33
12,9,0.0399206,True,52,67,284,33
12,10,5.40986,True,57,7643,38695,33
13,1,600.004,False,0,273172,1983983,0
13,2,600.003,False,0,298819,2056046,0
13,3,600.002,False,0,313567,1923935,0
13,4,600.003,False,0,393284,2055196,0
13,5,600.018,False,0,306635,2108708,0
13,6,600.018,False,0,291925,2099235,0
13,7,600.008,False,0,321139,2141681,0
13,8,994.293,False,0,172933,1117935,0
13,9,964.882,False,0,174755,1114022,0
13,10,1094.73,False,0,146815,1085303,0
14,1,600.003,False,0,309769,1279125,0
14,2,1035.95,False,0,224775,1186614,0
14,3,887.266,False,0,243855,1167852,0
14,4,692.956,False,0,215378,1179307,0
14,5,10.9476,True,52,7400,48507,33
14,6,19.8889,True,35,12988,81837,33
14,7,685.607,False,0,204899,1158975,0
14,8,0.363893,True,54,287,1603,33
14,9,751.804,False,0,203140,1192894,0
14,10,1007.88,False,0,283703,1205286,0
15,1,3.89159,True,46,3170,17031,33
15,2,1.71624,True,47,932,6730,33
15,3,2.76291,True,48,3039,12511,33
15,4,1.8195,True,48,1471,7740,33
15,5,609.424,False,0,271182,1190591,0
15,6,0.0757825,True,67,96,465,33
15,7,0.0238086,True,47,34,135,33
15,8,600.003,False,0,475791,1768869,0
15,9,0.125998,True,54,145,758,33
15,10,0.280626,True,65,346,1779,33
