group,exam,time,finished,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave)
16,9,0.429051,True,1142,2371,24.394,4.41428e-05,17.1993,3.11235e-05,0.935577,1.693e-06
