group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
16,9,0.263974,False,0,1140,2369,10.9424,1.2193e-05,8.31219,9.26214e-06,1.19572,1.33238e-06,8.18547,9.12094e-06
1,7,274.865,False,0,668752,1370901,5.39822,1.08234e-05,2.90168,5.81786e-06,0.686894,1.37722e-06,3.58675,7.19142e-06
2,3,7.46302,False,0,34661,83093,11.5412,1.03658e-05,6.4903,5.82928e-06,1.34113,1.20454e-06,139.097,0.00012493
2,7,0.0781563,False,0,407,894,10.7332,9.38333e-06,6.84756,5.98635e-06,1.08603,9.49441e-07,13292,0.0116203
3,1,0.0206191,False,0,65,214,10.3283,9.9514e-06,5.95322,5.73598e-06,1.17464,1.13178e-06,50387.9,0.0485492
3,10,300.001,False,0,1034839,1679832,6.39782,1.14259e-05,2.92557,5.22478e-06,0.946544,1.69043e-06,5.93181,1.05936e-05
4,6,0.0193588,False,0,78,180,9.11317,9.80111e-06,5.51945,5.93611e-06,1.0636,1.14389e-06,91932.1,0.098872
4,9,327.225,False,0,685231,1283692,4.33626,1.10535e-05,2.23784,5.70448e-06,0.577905,1.47313e-06,8.15487,2.07875e-05
5,1,300.002,False,0,1062001,2188615,6.99313,9.58577e-06,4.80531,6.58683e-06,0.640222,8.77578e-07,18.2441,2.5008e-05
5,10,300.002,False,0,1010066,2292314,7.20149,9.42481e-06,5.37331,7.03222e-06,0.660671,8.6464e-07,26.0436,3.40841e-05
6,2,300.001,False,0,937539,2259322,7.27282,9.65711e-06,4.94455,6.56555e-06,0.711957,9.45362e-07,32.8907,4.36734e-05
6,9,300.001,False,0,990268,2496937,7.80921,9.38257e-06,5.7064,6.8561e-06,0.666753,8.01087e-07,40.994,4.92533e-05
7,5,300,False,0,802650,1674757,5.65957,1.0138e-05,3.41201,6.11196e-06,0.605991,1.08552e-06,46.8241,8.38764e-05
7,8,300.001,False,0,885805,2275029,7.36832,9.71636e-06,5.33912,7.04052e-06,0.688545,9.07962e-07,53.2019,7.01556e-05
8,1,0.0196369,False,0,63,185,8.93114,9.48e-06,5.60832,5.95297e-06,0.936502,9.94054e-07,812792,0.862741
8,6,0.0311679,False,0,94,286,9.26274,1.00944e-05,6.04243,6.58497e-06,0.995576,1.08497e-06,512093,0.558072
9,3,300.001,False,0,999324,1996355,6.40613,9.62676e-06,5.09856,7.66182e-06,0.59586,8.95425e-07,61.5934,9.25589e-05
9,9,300.001,False,0,1019142,2254555,6.94811,9.24545e-06,5.28577,7.03348e-06,0.573817,7.63546e-07,70.2821,9.35204e-05
10,1,300,False,0,662092,1972976,6.60205,1.00387e-05,4.75156,7.22498e-06,0.609185,9.26294e-07,74.8228,0.000113772
10,4,300,False,0,708927,1590767,5.53396,1.04364e-05,3.52099,6.64019e-06,0.62239,1.17376e-06,78.9222,0.000148838
11,2,300,False,0,730389,1495420,5.40881,1.08508e-05,3.45205,6.92526e-06,0.644709,1.29337e-06,83.2232,0.000166956
11,7,300.004,False,0,677289,1596402,5.45591,1.0253e-05,4.00193,7.52064e-06,0.553506,1.04018e-06,88.171,0.000165696
12,3,0.484334,False,0,2240,5137,10.7377,1.01239e-05,7.33027,6.91123e-06,1.06887,1.00777e-06,54624.1,0.0515015
12,10,0.0324076,False,0,88,307,9.26418,9.77948e-06,6.9098,7.29414e-06,0.887755,9.37134e-07,816366,0.861774
13,4,300,False,0,961159,1924798,6.05176,9.43232e-06,5.36487,8.36172e-06,0.515806,8.03938e-07,95.9459,0.000149542
13,6,300.001,False,0,860478,1967434,6.27314,9.56549e-06,6.21354,9.47462e-06,0.545048,8.31107e-07,102.73,0.000156647
14,2,300,False,0,735233,1612461,5.44607,1.01325e-05,4.56552,8.4942e-06,0.57147,1.06323e-06,107.923,0.000200792
14,8,70.5616,False,0,223758,502582,7.59107,1.06577e-05,5.69605,7.99716e-06,0.875977,1.22986e-06,464.089,0.000651573
15,5,300,False,0,644077,1399412,4.75707,1.0198e-05,3.52971,7.56686e-06,0.504637,1.08182e-06,113.584,0.000243496
15,9,0.0246553,False,0,93,253,9.92038,9.66759e-06,7.71112,7.51462e-06,0.952331,9.28063e-07,1.38207e+06,1.34685
16,2,343.699,False,0,709953,1276778,4.33799,1.16775e-05,2.89167,7.78414e-06,0.573341,1.54339e-06,101.958,0.000274462
16,7,0.0229619,False,0,70,188,9.69911,1.18463e-05,6.54519,7.99415e-06,0.933721,1.14043e-06,1.52613e+06,1.86398
17,8,321.856,False,0,627172,1309100,4.10363,1.00892e-05,2.43442,5.98528e-06,0.337162,8.28949e-07,114.599,0.000281754
17,10,38.9016,False,0,156893,316705,8.51421,1.04582e-05,4.60486,5.65624e-06,0.741914,9.11309e-07,958.388,0.00117721
18,4,425.367,False,0,633611,1360011,3.45132,1.07946e-05,1.92146,6.0097e-06,0.337725,1.05629e-06,91.3541,0.000285726
18,7,407.196,False,0,690634,1278783,3.58155,1.14045e-05,1.68033,5.3506e-06,0.376568,1.19909e-06,99.147,0.000315709
