group,exam,time,finished,makespan,expand number,generated number,generatedTime%,generatedTime(ave),avilableTime%,avilableTime(ave),hashTime%,hashTime(ave),HcostTime%,HcostTime(ave)
19,1,636.115,False,0,725529,1554313,2.86583,1.17286e-05,1.38922,5.68549e-06,0.323845,1.32536e-06,65.2026,0.000266847
19,5,232.939,False,0,536265,1207655,5.46805,1.05471e-05,2.83856,5.47519e-06,0.476734,9.19551e-07,184.251,0.000355393
20,1,0.023609,False,0,63,191,8.93642,1.10461e-05,4.65585,5.75497e-06,0.786141,9.71728e-07,1.81793e+06,2.24709
20,5,0.126867,False,0,504,1345,10.225,9.64476e-06,6.36397,6.00283e-06,0.784283,7.39777e-07,338312,0.319114
21,1,357.37,False,0,595092,1284425,3.67644,1.02291e-05,2.28302,6.35213e-06,0.295377,8.21838e-07,124.533,0.000346492
21,9,366.811,False,0,610752,1326821,3.627,1.00271e-05,2.31719,6.40608e-06,0.284986,7.87867e-07,126.362,0.000349339
22,4,300.004,False,0,620978,1480487,5.55432,1.12552e-05,3.2455,6.57663e-06,0.534658,1.08342e-06,159.404,0.000323015
22,6,478.185,False,0,589217,1396226,2.96761,1.01636e-05,1.7967,6.15343e-06,0.246435,8.44002e-07,103.521,0.000354544
23,2,0.127055,False,0,512,1167,10.2079,1.11136e-05,5.83219,6.3497e-06,1.20192,1.30857e-06,389621,0.424193
23,5,395.301,False,0,640633,1286326,3.34384,1.0276e-05,1.85456,5.69925e-06,0.274662,8.44064e-07,130.034,0.000399608
24,3,13.3533,False,0,45890,99500,7.65895,1.02786e-05,4.90703,6.58545e-06,0.640137,8.5909e-07,3858.3,0.00517801
24,6,0.541949,False,0,2209,4454,10.0656,1.22475e-05,4.8171,5.86129e-06,1.22691,1.49286e-06,95071.6,0.11568
25,2,415.145,False,0,600442,1249687,3.06428,1.01795e-05,2.00096,6.64717e-06,0.243645,8.09387e-07,128.197,0.000425869
25,10,418.692,False,0,588368,1276160,3.22488,1.05804e-05,2.24824,7.3762e-06,0.283574,9.3037e-07,130.954,0.000429646
26,4,293.8,False,0,574814,1212551,4.5042,1.09137e-05,3.20815,7.77332e-06,0.430839,1.04392e-06,191.853,0.000464858
26,7,0.107349,False,0,384,813,8.39553,1.10855e-05,5.56932,7.35375e-06,0.724461,9.56581e-07,525087,0.693326
27,6,0.054609,False,0,195,537,9.38875,9.54767e-06,5.83695,5.93575e-06,0.703913,7.15829e-07,1.03221e+06,1.04968
27,8,0.0406764,False,0,109,294,8.1374,1.12585e-05,4.79344,6.63197e-06,0.725974,1.00442e-06,1.38577e+06,1.91728
28,3,300.004,False,0,540201,1199332,4.6442,1.16171e-05,2.88277,7.21105e-06,0.503634,1.2598e-06,191.501,0.000479027
28,9,39.5529,False,0,121813,252155,6.80583,1.06756e-05,4.32843,6.78955e-06,0.656068,1.02911e-06,1459.65,0.00228961
29,1,421.797,False,0,576085,1277073,3.12163,1.03103e-05,2.33756,7.72061e-06,0.250011,8.25749e-07,140.749,0.000464871
29,6,397.103,False,0,588646,1245425,3.20351,1.02144e-05,2.23923,7.13978e-06,0.252215,8.04185e-07,153.805,0.000490406
30,2,300.004,False,0,560737,1297497,4.71428,1.09002e-05,3.21202,7.42676e-06,0.420782,9.72921e-07,208.362,0.000481769
30,4,300.002,False,0,544743,1164180,4.33923,1.11819e-05,2.91083,7.50105e-06,0.431608,1.11223e-06,212.791,0.000548351
31,2,0.108396,False,0,70,247,9.76958,4.28737e-05,6.68985,2.93583e-05,0.920978,4.0417e-06,588940,2.58455
31,9,431.645,False,0,601275,1408260,3.29929,1.01126e-05,2.35867,7.22954e-06,0.271033,8.30742e-07,151.751,0.000465132
32,6,0.0190944,False,0,64,149,8.18407,1.04879e-05,5.09207,6.5255e-06,0.773002,9.90604e-07,3.43047e+06,4.39616
32,10,0.0227496,False,0,69,181,8.64587,1.08669e-05,5.96846,7.50166e-06,0.876059,1.1011e-06,2.8793e+06,3.61894
33,1,300.001,False,0,505177,1097547,4.5289,1.23792e-05,2.08199,5.69084e-06,0.460847,1.25967e-06,221.707,0.000606008
33,7,0.199363,False,0,716,1460,8.38616,1.14513e-05,4.83008,6.59548e-06,0.589327,8.04726e-07,333635,0.455579
34,5,300.003,False,0,569766,989414,4.06787,1.23343e-05,1.83354,5.55953e-06,0.468983,1.42202e-06,225.033,0.000682328
34,9,0.108279,False,0,458,870,9.21165,1.14647e-05,4.46457,5.55655e-06,0.990587,1.23287e-06,623492,0.775991
35,1,11.1536,False,0,39860,96969,10.1784,1.17075e-05,5.22577,6.01081e-06,0.94553,1.08757e-06,6060.33,0.00697074
35,6,1.04431,False,0,3738,7774,8.75858,1.17657e-05,4.47562,6.01226e-06,0.552816,7.42616e-07,64739.1,0.0869663
36,1,0.0208498,False,0,63,163,8.6044,1.10061e-05,4.16503,5.32761e-06,0.780823,9.98773e-07,3.24261e+06,4.14771
36,5,0.0234505,False,0,63,178,8.96015,1.18045e-05,4.48349,5.90674e-06,0.78719,1.03708e-06,2.883e+06,3.7982
37,5,300.002,False,0,546411,1218107,4.47951,1.10324e-05,2.50942,6.18033e-06,0.36916,9.09188e-07,230.529,0.00056776
37,8,300.009,False,0,543281,1060017,4.20052,1.18884e-05,2.21029,6.25562e-06,0.421458,1.19282e-06,234.622,0.000664034
38,1,1.6317,False,0,5932,12779,8.03856,1.02641e-05,4.21653,5.38392e-06,0.528413,6.74709e-07,43149.8,0.0550962
38,4,92.7727,False,0,196155,449300,5.16083,1.06562e-05,3.0258,6.24775e-06,0.363131,7.49802e-07,765.091,0.00157978
39,2,1.54299,False,0,5213,11127,8.19386,1.13625e-05,4.73378,6.56437e-06,0.709311,9.83607e-07,46009.3,0.0638015
39,7,300,False,0,501509,929104,4.08048,1.31755e-05,1.77168,5.72061e-06,0.487993,1.57569e-06,238.475,0.000770016
40,2,0.921616,False,0,3592,7265,8.30401,1.05342e-05,4.89246,6.20643e-06,0.632465,8.02326e-07,77638.6,0.0984901
40,7,0.0240591,False,0,70,166,7.84235,1.13663e-05,4.2088,6.1e-06,0.782656,1.13434e-06,2.97406e+06,4.31043
41,4,304.694,False,0,292405,604567,2.32239,1.17046e-05,1.45171,7.31645e-06,0.175869,8.86359e-07,237.994,0.00119946
41,10,322.901,False,0,308437,618311,2.87606,1.50197e-05,1.84291,9.62425e-06,0.215363,1.12469e-06,228.392,0.00119273
42,1,1.79225,False,0,4294,8414,7.99561,1.70312e-05,5.2879,1.12636e-05,0.602311,1.28297e-06,41159,0.0876717
42,8,341.767,False,0,305408,643251,2.84232,1.51016e-05,1.71963,9.13659e-06,0.212042,1.12661e-06,219.524,0.00116636
43,3,68.6815,False,0,123552,280781,6.328,1.54788e-05,3.82763,9.36273e-06,0.473779,1.1589e-06,1099.73,0.00269004
43,7,392.98,False,0,321668,635497,2.75796,1.70547e-05,1.50128,9.28363e-06,0.245228,1.51644e-06,195.453,0.00120865
44,3,0.0456931,False,0,63,169,7.95022,2.14953e-05,4.28314,1.15805e-05,0.745408,2.01538e-06,1.68099e+06,4.54494
44,6,0.0425658,False,0,63,170,8.13094,2.03588e-05,4.64128,1.16212e-05,0.734392,1.83882e-06,1.8045e+06,4.51822
45,1,352.412,False,0,306244,593188,2.65684,1.57843e-05,1.70328,1.01191e-05,0.199259,1.1838e-06,221.745,0.00131738
45,5,334.224,False,0,311979,603041,2.65276,1.47024e-05,1.75349,9.71837e-06,0.179653,9.95693e-07,237.915,0.0013186
46,1,57.0875,False,0,92264,199102,5.49681,1.57607e-05,3.44615,9.88096e-06,0.538491,1.54399e-06,1397.15,0.00400597
46,8,25.4267,False,0,66850,163489,8.07413,1.25573e-05,5.40175,8.40109e-06,0.506529,7.87781e-07,3146.63,0.00489381
47,3,300,False,0,370230,825342,3.80842,1.38431e-05,2.08209,7.5681e-06,0.371848,1.35162e-06,269.528,0.000979696
47,6,300.011,False,0,521031,1042416,4.27313,1.22982e-05,2.65648,7.64544e-06,0.40176,1.15628e-06,274.039,0.000788693
48,2,0.0273341,False,0,68,204,8.59366,1.15147e-05,5.30473,7.10784e-06,0.773759,1.03676e-06,3.00777e+06,4.03013
48,9,1.03884,False,0,3531,8146,8.98071,1.14529e-05,5.34287,6.81365e-06,0.771907,9.84397e-07,79149.3,0.100937
