group,exam,time,finished,makespan,expand number,generated number,depth
2,3,8.89132,True,43,27634,74286,58
2,7,0.0273371,True,47,77,201,53
3,7,0.0254086,True,48,53,218,53
3,8,0.0271976,True,54,69,207,55
4,1,0.0262664,True,49,54,163,54
4,2,0.137392,True,60,401,950,55
4,4,0.0218644,True,57,60,137,60
4,5,0.447659,True,59,1378,3201,57
4,6,0.0210942,True,45,61,150,55
12,1,0.0324151,True,47,74,183,55
12,2,0.0443609,True,46,98,263,54
12,3,0.47932,True,37,1268,3131,52
12,4,0.0303323,True,63,62,183,57
12,5,0.0289328,True,47,54,189,54
19,9,0.381837,True,38,1006,3232,51
20,1,0.0240959,True,57,56,176,56
20,2,0.0337109,True,70,91,231,59
20,3,0.0834415,True,49,217,637,55
20,4,0.0293693,True,43,69,205,55
28,7,0.027858,True,48,54,148,54
28,8,0.0324176,True,53,70,199,59
26,6,187.826,True,54,440853,1098658,58
19,10,7.71873,True,47,24494,56486,53
18,2,0.0347017,True,55,107,236,55
